,Sm100,gr0,gr1,gr2,gr3,gr4,gr5,gr6,gr7,gr8,gr9,nb_veh,km_totaux
28,130,164.57687761439138,599.7723255448128,3983.874904177689,3971.6088824006333,1429.797691637464,1617.972607951166,981.4080681203712,256.90572535160544,14.575614284860427,0.0,13020.492697082993,342068.81561058114
29,131,227.5033308198939,1078.6950034052231,6509.854295476262,6911.057466286112,2579.735358312012,2747.500655011413,1674.2921133175919,368.6638550695432,21.839526977643327,0.0,22119.141604675693,572051.4724815522
30,132,295.2702804258198,1588.949071406034,9024.139337741048,10094.23328389387,3574.49422909366,4337.720731093778,2637.9339238688035,594.6636284991512,29.103439670426233,0.0,32176.50792569259,944838.8020488528
31,133,38.723971203386185,223.79564386000482,1194.772659618847,1203.914389393273,439.52375715329816,479.1937169346506,316.23938473103925,90.51028777156452,4.587734332283938,0.0,3991.2615449983473,103956.44545430488
32,134,193.619856016931,944.4176170892205,3097.05343578197,3256.7847136983783,1249.503252478662,1467.1838514640076,921.7134426879953,238.6932893975711,16.057070162993785,0.0,11385.02652877773,376335.5866701657
33,135,9.680992800846546,40.28321589480087,756.2345708517336,644.4867791045508,243.0835473235588,269.1995591273809,155.6324163058373,34.217303913640244,2.389444964731218,0.0,2155.20783028708,45985.37083534517
34,136,353.3562372308991,1660.5636774412358,12436.940197435339,13306.852659937871,4599.75066669819,5280.381730237425,3092.039467336521,786.4460980151185,40.57277550113609,0.0,41556.90350983374,1231157.9895893699
35,137,150.05538841312153,913.0862269488196,3796.7653196370534,4112.283661596043,1684.5420733344774,2197.075439613505,1318.2563116316353,292.2268132624598,14.766769882038925,0.0,14479.058004319157,522384.53030609095
36,138,314.6322660275129,1172.689173826425,3186.710111707692,3598.657142208153,1599.3282836823075,1991.7067037843685,1323.230863751,323.1327651844575,16.821692551707777,0.0,13526.909002723622,452296.9727051699
37,139,53.24546040465602,232.74746961440502,563.2778117942037,621.5862336541355,302.2847064503296,382.98493978946993,284.9707714093185,69.81433782379824,5.1612011238194295,0.0,2516.072932064136,93525.77063655359
38,142,188.7793596165077,984.7008329840213,6671.62612377702,6142.253440450732,2327.681938393488,2144.3456290627805,1295.5155019431113,309.8873572178871,19.689026509385236,0.0,20084.479209954934,587520.0771843321
39,143,353.3562372308991,1517.3344653708327,3100.9515521265666,3237.155674740879,1650.4565574736093,1997.2572101581286,1053.894399002542,245.86788537946342,13.47646960108407,0.0,13169.750451084004,289097.0608210692
40,144,87.12893520761897,228.27155673720486,1140.1990307944952,1205.5501426397313,434.14183359631903,486.59439209966456,284.2601211065521,74.50541981195859,5.495723418881801,0.0,3946.147155412427,171926.56334273066
41,301,242.02482002116372,1016.0322231244216,7211.515237503644,6652.608453345708,2289.111486235137,2171.173076535956,1308.307207392906,314.854385205351,21.313849085402463,0.0,21226.940738449695,654536.9849930014
42,302,721.2339636630679,2913.8192830572625,16697.58136207938,15598.542958225884,5419.597021878016,5460.773187384638,3224.2204236510674,733.1885201495334,42.53212037221568,0.0,50811.488840461054,1318815.841899967
43,303,164.57687761439138,465.49493922881004,6546.8864007499305,5730.043622343254,1987.723767044304,2014.8338136750367,1277.7492443739518,331.96303716217113,21.696160279759454,0.0,18540.96786247161,492285.3234942249
44,304,556.6570860486765,1298.014734388028,4172.933546890623,4400.176232972696,1859.4545889363003,1900.123348617321,1154.8067419953682,244.4881553829456,12.616269413780829,0.0,15599.270704645736,448490.1309481767
45,305,9.680992800846546,107.42190905280232,1058.3385875579672,937.286610220578,343.54612038716976,321.92936967810505,225.2761459769426,60.156227848173984,3.679745245686076,0.0,3067.3157087682716,107660.93734830576
46,306,106.49092080931204,425.2117233340091,3438.138615934169,3372.923194196914,1216.3147238772906,1174.8571824459582,830.7502039338984,204.20003948462727,11.469335830709849,0.0,10780.355939846888,279808.15889197553
47,307,759.9579348664541,2815.3491997588612,20884.15831617609,19509.628970507558,6634.117771236312,7014.91497203756,4401.767975334959,1093.0221032413629,77.94369474953233,0.0,63190.86093790869,1539418.1253829184
48,308,566.3380788495232,3258.46457460167,16812.57579424498,17401.143035822883,6362.330631608866,7258.2121680873925,4500.5483674194875,1026.795063408511,53.09346711632766,0.0,57239.501181159634,1423344.8750987735
49,309,847.0868700740732,2667.644074811257,9832.998479244834,9768.718387848676,3871.39701198701,3862.2273517416334,2490.1186608933967,520.7101006857996,32.87876271470156,0.0,33893.77970000138,1087533.9478081197
50,310,730.9149564639147,1665.0395903184356,5662.01399052651,5927.969765164702,2250.5410340767858,2509.753965335342,1573.379770324766,348.79574311968764,21.313849085402463,0.0,20689.722664415545,775022.4844900322
51,401,266.2273020232801,823.5679694048176,7038.049060169096,6691.866531260705,2177.885066057567,2335.8380989575157,1589.0140769856266,409.22791696716524,33.786751801299424,0.0,21365.462773627074,745801.8630180188
52,402,484.0496400423275,1611.3286357920347,7186.177481263767,7609.524102523786,2839.861663566004,3451.4898800833616,2014.6936083426885,500.2900967373368,32.44866262104994,0.0,25729.86377097235,797056.992347058
53,403,464.6876544406344,2309.5710446352496,18288.012830674787,19192.292840694663,6685.246045027615,7625.470673151209,4384.712368068566,1077.0172352817572,60.54853540628906,0.0,60087.55922738076,1572540.1219974905
54,404,832.5653808728032,2161.8659196876465,16319.464076653516,15928.965114010452,5258.139315168641,5631.913800575585,3291.732202413874,725.7379781683376,51.46864454031044,0.0,50201.852432091175,1453528.2763999624
55,405,493.73063284317413,1732.1782834764374,12526.596873361059,12493.883296448124,4245.440699197062,4763.259553082078,2791.4343892663424,660.338776333396,45.82955442354476,0.0,39752.69205843122,1071159.8150326957
56,406,484.0496400423275,1875.40749554684,17642.87457564405,16527.65080221417,5661.783581942076,5754.950025193942,3511.3231459686854,860.6755718277734,54.383767397282526,0.0,52373.098605777144,1054406.9920801087
57,407,324.3132588283594,751.9533633696161,5858.868865928636,6016.300440473448,2181.4730150955534,2303.460145110579,1358.763378889319,340.7933091398847,22.938671661419693,0.0,19158.864448496814,425354.8629125144
58,408,561.4975824490999,1660.5636774412358,7258.292633638803,7182.592505198181,2564.4865749005708,2967.670741170577,1823.528676898532,496.97874474569426,35.88946337026289,0.0,24551.500599812953,740574.5270809962
59,501,188.7793596165077,425.2117233340091,2736.477673906789,2396.3785060613377,819.8463551798254,811.2990149646498,656.6408797561354,157.28921960302372,17.20400374606477,0.0,8209.126736168342,337711.10890022037
60,502,111.33141720973532,398.3562460708085,2898.249502207546,2751.3369605427783,851.2409092622041,881.6054290322819,653.7982785450699,163.36003158770183,15.81812566652066,0.0,8725.096900124647,386993.4875795599
61,511,992.3017620867712,3607.5857790232776,25287.080727397915,22403.276463492206,8145.541303487961,7998.279684588783,5487.6416379619895,1392.6994584850186,116.89164767465118,0.0,75431.29846419857,2561575.4243137096
62,521,764.7984312668774,2081.299487898045,10589.233050096569,9878.313855361379,3396.890751713348,3531.047138107262,2509.306219068089,583.073896528402,44.491465243295266,0.0,33378.45429528326,1073043.7213288303
63,522,353.3562372308991,738.5256247380157,4256.743048299449,4159.720505743333,1340.9959529473074,1543.0407719054,907.5004366326677,216.61760945328706,16.343803558761532,0.0,13532.843990509122,452096.40357254824
64,523,517.9331148452903,1383.0570790548295,8380.950140882615,7836.8938037814805,2520.534199185241,2724.373545120746,1775.9151066131844,422.74927093303916,35.554941075200524,0.0,25597.961201491624,976325.1318733592
65,524,687.3504888601051,1718.7505448448373,7560.3966503450365,7205.493050648597,2670.3310715211605,2753.0511613851745,1874.6954986977112,412.81521495811137,34.933685384370406,0.0,24917.8173666451,1036755.4589705945
66,525,140.37439561227498,335.69346579000717,1826.2675074434906,1825.5006230474085,727.4566674516833,730.8166725451234,587.7078003877965,166.6713835793444,18.20757063125188,0.0,6358.696086488381,330434.4852773039
67,531,687.3504888601051,1767.985586494038,10634.061388059428,10128.584102069492,3586.155063467115,3949.1852849305483,2505.752967554257,664.2020203236458,56.39090116765674,0.0,33979.667802926284,1154985.9882745738
68,532,513.0926184448672,1638.1841130552352,9341.835819825666,8599.154816631026,3038.0958479147357,3124.0100040314974,2268.395766430286,554.6514586001364,50.512866554417954,0.0,29127.933311487872,1181456.3358634394
69,533,237.18432362074046,1186.1169124580256,9238.53573669386,8484.65208937895,3012.0832173893373,2995.42327303938,2319.562588229465,663.0982363264317,58.87592393097721,0.0,28195.532301067167,1034003.6577246867
70,541,130.69340281142843,349.1212044216075,2432.424599028256,2213.1741424580136,798.318660951909,852.0027283722262,584.1545488739646,182.4003055396468,16.487170256645406,0.0,7558.776762713698,247532.9454381103
71,542,445.3256688389413,1056.3154390192228,6289.610722006556,5949.23455736866,2180.576027836057,2239.629321812334,1422.011255835527,329.7554691677427,21.457215783286337,0.0,19933.915677668334,559043.9001869155
72,543,411.44219403597833,1329.3461245284284,4656.299973620597,4717.5123627855955,1916.861773544078,2101.7917468639507,1287.698348612681,303.54059923390537,18.159781731957253,0.0,16742.65290495717,578771.1958028272
73,544,464.6876544406344,1857.50384403804,14200.837843365283,12920.814893773726,4376.400839083555,4656.874847585002,2974.7821673800677,788.1017740109401,60.93084660064606,0.0,42300.934710277885,1382948.4106448614
74,545,179.09836681566117,514.7299808780111,4120.308976238569,3719.702882446064,1341.8929402068045,1457.9330075077403,1078.7671595993654,277.0497833007646,25.13696102897241,0.0,12714.620058021952,461071.7801021961
75,546,266.2273020232801,1427.8162078268304,10994.63714993461,10506.443102001347,3827.4446362716803,4346.971575050045,2885.950879534271,754.1604160966033,60.50074650699444,0.0,35070.15201524566,1137597.3384245792
76,547,4.840496400423273,308.83798852680667,389.8116344596564,420.3885843397706,372.2497126910587,600.3797727617534,685.0668918667906,275.67005330424684,27.95650608735525,0.0,3085.2016404378614,50127.85110711488
77,551,169.4173740148146,671.3869315800143,3814.306843187738,3592.11412922232,1539.23013729604,1510.6628180584644,1161.9132450230318,341.6211471377954,34.933685384370406,0.0,12835.58631090459,528130.6135256924
78,561,67.76694960592586,443.1153748428096,3397.208394315906,3152.09650592505,1131.1009342251205,1138.7788910165152,813.6945966675054,216.06571745468,24.611283136731554,0.0,10384.438647190242,359768.9988349842
79,562,183.93886321608443,1235.3519541072267,10228.657288221386,9500.454855429523,3327.8227327321147,3401.535322719518,2227.178048869836,633.8479604002553,60.11843531263745,0.0,30798.905461008584,978562.0688117823
80,563,62.92645320550257,152.18103782480333,923.8535736693857,865.3134673764149,303.1816937098261,376.5093490200827,293.4985750425151,99.34055974927813,12.616269413780829,0.0,3089.4209790115888,108382.21139819155
81,564,77.44794240677237,210.3679052284045,1582.6352359062053,1612.8527010078353,560.6170371853293,610.5557011136475,436.33928589855753,134.93759365943612,14.432247586976555,0.0,5240.185649993164,224249.8445026912
82,571,232.3438272203172,801.1884050188173,6213.597453286924,5700.600063907005,2016.4273593481923,2053.68735829136,1480.9952309651364,407.2962949720404,44.491465243295266,0.0,18950.627458253093,804404.1104513293
83,572,421.12318683682486,1284.5869957564275,10020.108063785468,9606.778816449309,3224.669197890015,3398.7600695326373,2230.7313003836675,572.8638945541705,42.771064868688796,0.0,30802.392590057207,1107045.0776746303
84,573,377.5587192330154,1315.9183858968286,10610.672689991849,10036.98192026783,3242.608943079945,3602.278636570521,2203.726588878545,542.7857806300834,40.907297796198456,0.0,31973.43896234481,1229932.7123698026
85,574,406.6016976355551,1204.020563966826,5465.159115124384,5869.082648292205,2225.425390810883,2572.6597042379603,1876.116799303244,500.2900967373368,41.86307578209094,0.0,20161.219091890485,1066645.1623319227
86,575,77.44794240677237,308.83798852680667,1906.17889250772,1995.6189606790665,740.0144890846345,761.3444576008059,596.9462543237595,181.57246754173613,20.2147044016261,0.0,6588.176157072928,381759.7797412094
87,576,159.73638121396806,559.489109650012,4307.418560779203,3984.6949083723,1393.9182012576027,1577.268894543589,1145.5682880594052,353.48682510784795,38.80458622723498,0.0,13520.385755211162,799201.87983677
88,601,203.30084881777756,734.0497118608157,5003.23232828969,4367.461168043531,1484.513914466752,1582.8194009173499,1179.6795025921913,337.7579031475457,36.749663557566144,0.0,14929.564441693217,690530.1418421447
89,602,517.9331148452903,1763.509673616838,14715.38920085203,13508.05030925224,4675.994583755395,4521.8125258234995,2941.3816031500482,809.0736699580096,80.57208421073666,0.0,43533.716765464094,1799690.5036862004
90,611,939.0563016821153,3612.061691900478,25281.23355288102,22125.1984115943,7354.398540612024,7774.409260847113,4884.299530913332,1178.28941702616,91.85026444426802,0.0,73240.79697190081,2729438.1094418014
91,612,421.12318683682486,1454.6716850900311,9497.760473609527,8501.00962184353,2777.0725554012474,2856.660613695369,1930.1262223134888,513.5355047039071,50.99075554736419,0.0,28002.95061904129,1344329.4267672922
92,621,614.7430428537559,1750.0819349852375,9070.916733876204,8299.811972529165,2831.788778230536,3097.182556558321,1823.528676898532,478.2144167930528,35.17262988084353,0.0,28001.440742605646,1053849.4285913045
93,622,808.362898870687,2792.96963537286,14584.802303308046,13182.535413207048,4621.278360926107,4607.845374616785,3064.324105528632,780.9271780290477,62.65124697525253,0.0,44505.696516834476,1599865.202381861
94,623,735.7554528643377,2340.902434775651,13520.616541233183,11844.489257604197,3790.6681586323225,3983.413407568737,2580.371249344727,690.9687822560901,61.886624586538545,0.0,39549.07190886577,1355491.2783607817
95,624,198.46035241735427,922.0380527032197,6287.6616638342575,5582.825830162012,1832.5449711514045,1960.253834333059,1390.0319922110398,386.04845302566696,35.5071521759059,0.0,18595.37230201392,744847.7081580149
96,631,358.1967336313224,1472.5753365988314,11973.064352428348,10817.236218828415,3561.039420201212,3667.0345442643925,2470.931102718704,619.4987684364706,49.27035517275771,0.0,34988.846832280455,1260666.9339145285
97,632,203.30084881777756,635.5796285624137,4510.120610698225,4089.3831161456283,1431.591666156457,1403.3530281657627,887.602228155209,229.86301741985747,17.012848148886274,0.0,13407.806992270216,350571.10743945517
98,633,358.1967336313224,1427.8162078268304,9677.073825460971,8762.730141276852,3000.4223830158826,3196.166586890382,2401.9980233503657,677.1714822909126,64.08491395409128,0.0,29565.66029769761,1128997.3477374264
99,641,271.06779842370344,1016.0322231244216,7049.743409202886,6529.926959861339,2251.4380213362824,2255.355756537989,1395.7171946331712,350.1754731162055,27.478617094409014,0.0,21146.93545333041,696763.9601451708
100,642,169.4173740148146,890.706662562819,7449.300334524034,6531.562713107796,2141.1085884182103,1952.8531591680453,1203.8416128862484,296.0900572527095,22.46078266847345,0.0,20657.34128460315,633768.9169041801
101,643,793.8414096694171,2739.258680846459,14795.30058591626,13563.665919631821,4918.181143819456,5148.094661662801,3230.616276375965,814.0406979454738,58.254668240147105,0.0,46061.254044107794,1751071.4544172508
102,644,571.1785752499463,2103.679052284045,7825.468561777602,7418.140972688169,2817.4369820785905,3003.7490326000207,2044.540921058876,510.77604471087176,36.03283006814677,0.0,26331.002972516268,876667.9670155754
103,645,96.8099280084655,375.97668168480806,3642.7897240254897,3268.2349864235857,1082.6636222123082,1117.5019499171003,815.8265475758046,250.0070753690166,25.51927222332941,0.0,10675.32978743991,426045.10385870177
104,651,508.252122044444,2193.1973098280473,15011.64604304137,13436.077166408077,4578.222972470274,4675.376535497538,3047.979148565005,847.1542178618996,83.77394046347649,0.0,44381.67945618013,1781223.1624354294
105,661,532.4546040465602,2197.673222705248,20812.04316380106,18060.351594145548,6111.174198949838,5695.744623873829,3789.8980646531054,994.5093814899956,86.7368522197432,0.0,58280.58570588493,1689820.2439431215
106,662,227.5033308198939,671.3869315800143,3964.384322454706,3778.5899993185603,1314.0863351624118,1439.4313195952054,1053.894399002542,329.7554691677427,38.47006393217261,0.0,12817.50217103325,543701.5010247848
107,663,571.1785752499463,1588.949071406034,9940.19667872124,9343.42254376953,3592.4339742835905,3477.392243160911,2539.864182087043,754.7123080952102,90.51217526401855,0.0,31898.661752037526,1630375.472439434
108,671,445.3256688389413,1494.9549009848322,11002.433382623803,9734.367569673052,3795.1530949298053,3755.8426462445586,2854.6822662125496,881.9234137741469,99.68764392858641,0.0,34064.37058721027,1475602.8902556624
109,672,116.1719136101586,402.83215894800867,2619.5341835688914,2414.3717917723793,905.9571320914923,909.357960901084,645.2704749118733,205.579769481145,26.57062800781114,0.0,8245.646013292844,384293.8121602879
110,673,111.33141720973532,514.7299808780111,2594.196427329013,2492.887947602375,994.7588707816484,999.0911472768778,747.6041185102321,238.41734339826752,26.52283910851652,0.0,8719.540092094676,387939.09493686416
111,681,150.05538841312153,635.5796285624137,6151.227591773379,5944.327297629285,2463.127014577463,2382.092318738852,1773.7831557048848,560.4463245855108,70.6319931574548,0.0,20131.270713142363,927978.660613619
112,691,459.8471580402111,1799.3169766344388,8778.558008031463,9852.141803418046,3979.9324703860902,3919.582584270492,2781.4852850276125,713.0444622003741,73.73827161160538,0.0,32357.64701962033,1425880.5366399838
