ADIDU,no_corr,gr0,gr1,gr2,gr3,gr4,gr5,gr6,gr7,gr8,gr9
24140049,0,1,4,50,65,41,42,46,34,26,12
24140050,0,1,6,79,103,65,67,72,54,42,20
24140051,0,1,4,52,68,43,45,48,36,27,13
24140052,0,3,4,64,96,67,62,61,38,28,8
24140053,0,0,0,47,63,43,39,49,31,23,10
24140054,0,0,2,67,73,46,45,66,47,31,8
24140055,0,0,2,48,52,33,32,47,34,22,6
24140056,0,0,2,28,36,34,33,26,26,14,6
24140057,0,0,3,47,59,41,45,46,30,22,11
24140058,0,0,3,48,60,41,45,46,30,22,11
24140059,0,0,2,42,53,36,40,41,26,20,10
24140060,0,0,5,80,101,69,76,78,50,38,19
24140061,0,0,3,51,64,44,48,49,32,24,12
24140062,0,0,3,57,71,49,54,55,36,27,13
24140063,0,0,2,34,43,29,32,33,21,16,8
24140064,0,0,1,70,83,63,55,58,41,44,19
24140065,1,0,0,2,3,2,2,1,2,1,0
24140066,0,1,1,34,43,33,35,42,29,21,13
24140067,0,0,3,39,54,38,35,35,24,18,10
24140068,0,1,4,52,71,49,45,47,31,23,14
24140069,0,0,1,51,70,52,47,53,33,20,8
24140070,0,1,6,59,67,63,53,59,43,40,14
24140071,0,1,2,73,76,70,56,66,44,36,18
24140072,0,0,1,32,34,28,23,27,18,14,6
24140073,0,0,3,67,91,56,51,45,31,26,11
24140074,0,0,2,54,72,44,41,36,24,21,9
24140075,0,1,3,61,84,52,48,44,29,23,12
24140076,0,0,1,34,49,38,33,43,36,23,11
24140077,0,0,1,33,47,36,32,42,36,23,11
24140078,0,0,2,35,45,32,28,28,19,11,4
24140079,0,0,2,40,51,36,32,32,21,13,5
24140080,0,0,2,39,50,35,31,31,21,12,5
24140081,0,0,1,30,39,27,25,25,16,10,4
24140082,0,0,2,39,51,35,32,32,21,13,5
24140083,0,1,3,67,86,60,54,54,36,21,8
24140084,0,0,3,59,76,53,48,48,32,19,7
24140085,0,1,4,79,102,71,64,64,42,25,9
24140086,0,1,3,64,83,58,52,52,34,21,8
24140087,0,0,3,59,75,53,47,48,31,19,7
24140088,0,0,2,46,59,41,37,37,24,15,5
24140089,0,0,1,31,40,28,25,25,17,10,4
24140090,0,2,0,30,37,25,24,24,16,9,2
24140091,0,0,4,56,77,48,62,75,61,40,20
24140092,0,2,2,73,92,71,75,89,63,46,27
24150028,0,0,1,27,27,15,17,16,10,12,4
24150029,0,0,2,54,54,41,27,30,28,23,9
24150030,0,0,2,57,57,44,29,32,30,24,10
24150031,0,0,2,49,48,37,25,27,26,21,8
24150032,0,0,3,49,52,32,25,24,26,14,7
24150033,0,0,2,41,57,29,26,21,21,20,7
24150034,0,0,0,35,52,32,47,33,22,29,24
24150035,0,0,1,65,51,48,33,38,25,20,7
24150036,0,0,4,38,51,29,28,30,24,18,4
24150037,0,0,3,83,87,56,48,52,42,37,15
24150038,0,0,0,100,105,60,56,61,36,40,19
24150039,0,0,3,99,88,51,54,30,28,25,5
24150040,0,0,1,77,66,44,50,33,28,22,3
24150041,0,0,1,70,64,53,32,26,18,17,2
24150042,0,0,0,75,73,43,42,40,33,22,9
24150043,0,0,3,78,72,43,47,28,28,27,7
24150044,0,1,2,46,51,39,37,36,30,19,14
24150045,0,0,3,102,122,88,79,72,50,41,11
24150046,0,0,1,55,66,38,39,38,39,32,13
24150047,0,1,1,40,58,37,37,26,30,27,4
24150048,0,0,0,67,83,74,50,65,41,35,6
24150049,0,0,3,75,88,64,51,46,46,52,16
24150050,0,0,1,115,142,76,74,76,60,41,15
24150051,0,0,1,67,65,49,34,36,31,17,9
24150052,0,0,0,58,67,36,36,38,13,15,8
24150053,0,0,1,56,66,46,36,33,19,18,8
24150054,0,0,4,59,73,48,40,43,25,18,8
24150055,0,0,0,50,59,34,29,35,13,32,7
24150056,0,0,0,46,32,18,27,23,13,27,2
24150057,0,0,1,20,23,11,15,10,12,9,4
24150058,0,0,1,19,22,10,14,10,11,9,4
24150059,0,0,3,54,67,49,38,34,35,38,12
24150060,0,0,1,43,61,37,30,33,34,34,11
24150061,0,0,2,43,62,37,31,34,34,35,12
24160029,0,1,2,64,66,45,40,40,32,34,13
24160030,0,1,2,87,90,61,56,56,45,47,17
24160031,0,0,0,43,57,39,42,39,30,27,7
24160032,0,0,0,41,54,37,41,37,29,26,7
24160033,0,0,0,45,60,41,45,41,32,29,8
24160034,0,0,3,64,85,45,69,53,38,43,19
24160035,0,0,1,5,7,4,5,6,3,3,1
24160036,0,0,4,83,88,64,57,63,32,31,8
24160037,0,0,2,73,91,69,78,56,33,35,14
24160038,0,0,0,37,60,38,24,19,18,14,4
24160039,1,0,5,100,109,83,77,90,52,40,9
24160040,0,0,1,37,54,30,32,36,24,19,6
24160041,0,0,7,71,71,63,59,37,29,22,14
24160042,0,1,7,45,70,78,72,57,38,28,10
24160043,0,0,1,62,62,39,47,59,42,36,9
24160044,0,1,0,68,77,53,65,49,47,39,8
24160045,0,0,3,60,68,51,50,44,32,34,9
24160046,0,1,4,84,99,80,78,67,44,43,15
24160047,0,1,2,33,54,44,49,58,40,36,13
24160048,0,0,2,25,46,34,41,46,34,32,11
24160049,0,0,1,43,54,53,29,41,26,22,6
24160050,0,1,7,90,111,91,81,87,64,35,15
24160051,0,0,1,51,69,36,35,46,21,16,6
24160052,0,0,2,64,86,51,56,51,27,26,7
24170032,0,1,3,40,48,38,37,36,22,15,6
24170033,0,1,6,73,90,69,68,66,42,28,11
24170034,0,2,4,101,136,90,87,78,53,44,19
24170035,0,1,3,74,100,66,64,57,39,32,14
24170036,0,1,2,61,82,54,53,47,32,26,11
24170037,0,1,2,56,76,50,49,43,30,24,11
24170038,0,1,2,50,67,44,43,38,26,22,9
24170039,0,1,1,44,57,39,37,34,22,19,8
24170040,0,0,2,45,61,37,42,38,29,24,11
24170041,1,1,4,116,155,94,107,98,75,61,28
24170042,0,0,2,55,67,44,43,42,37,28,8
24170043,0,0,2,63,80,49,44,48,47,34,8
24170044,0,0,2,68,87,53,48,52,51,37,9
24170045,0,0,3,66,72,45,50,37,32,27,10
24170046,0,0,1,70,78,53,57,44,35,29,11
24170047,0,0,2,81,91,57,62,47,39,34,13
24170048,0,0,3,80,91,73,74,62,46,35,15
24170049,0,1,3,82,111,71,66,81,69,56,23
24170050,0,1,1,54,87,51,46,62,52,49,27
24170051,0,0,4,67,111,66,56,65,34,41,17
24170052,0,1,4,62,53,41,69,63,44,52,17
24170053,0,0,1,37,37,41,36,46,38,35,17
24170054,0,0,0,33,34,36,32,41,34,31,15
24170055,0,0,0,35,35,38,34,44,36,33,16
24170056,0,0,1,38,40,43,38,49,41,36,17
24170057,0,0,1,39,40,31,43,43,34,28,16
24170058,0,0,3,43,57,43,43,52,39,37,17
24170059,0,0,2,34,46,34,35,42,31,30,13
24170060,0,0,3,42,57,43,43,52,39,37,17
24170061,0,0,2,32,43,32,33,39,29,28,13
24170062,0,0,2,30,41,30,31,37,28,26,12
24170063,0,0,3,30,40,30,30,35,26,25,11
24170064,0,0,1,26,43,25,37,29,32,24,9
24170065,0,0,0,61,70,34,43,56,44,48,12
24170066,0,0,2,44,61,30,42,43,38,35,13
24180039,0,0,1,13,12,10,19,26,24,14,2
24180040,0,0,3,70,88,61,53,54,43,36,15
24180041,0,0,2,54,68,47,41,41,33,28,12
24180042,0,0,2,53,67,46,40,41,32,27,12
24180043,0,0,2,49,62,43,38,38,30,25,11
24180044,0,0,3,64,81,55,48,49,39,33,14
24180045,0,0,1,59,82,65,47,49,26,24,7
24180046,0,0,4,59,64,42,42,38,37,29,4
24180047,0,0,6,85,121,53,73,51,33,27,10
24180048,0,0,5,72,81,64,59,59,43,24,11
24180049,0,1,3,106,99,70,44,48,31,25,12
24180050,0,0,4,82,85,51,58,48,49,13,3
24180051,0,0,1,76,88,64,57,44,38,22,16
24180052,0,0,0,46,62,42,45,52,40,38,14
24180053,0,0,0,31,37,27,30,34,28,23,9
24180054,0,0,6,79,89,60,78,57,58,23,6
24180055,0,1,1,89,65,68,76,65,53,34,10
24180056,0,0,2,65,73,49,49,43,34,19,7
24180057,0,0,1,71,75,39,41,32,22,12,6
24180058,0,0,4,45,70,30,42,24,32,7,6
24180059,0,0,0,72,60,52,29,26,28,14,7
24180060,0,1,0,40,55,45,27,27,18,4,0
24180061,0,0,0,62,59,30,24,21,21,10,3
24180062,0,0,1,65,46,34,22,30,23,1,5
24180063,0,1,2,60,53,32,46,32,23,10,2
24180064,0,0,1,49,42,41,41,21,20,16,2
24180065,0,1,2,53,65,40,38,33,18,12,4
24180066,0,0,1,43,51,35,37,36,31,21,8
24180067,0,1,1,61,73,51,53,52,44,30,11
24180068,0,1,2,69,77,56,55,45,31,27,11
24180069,0,1,3,78,88,63,63,51,35,30,13
24180070,0,0,2,55,62,44,44,37,25,22,9
24180071,0,1,2,59,68,52,50,46,29,25,10
24180072,0,1,3,84,98,75,72,66,41,36,14
24180073,0,0,2,65,75,58,56,51,32,28,10
24180074,0,0,0,48,66,44,47,55,42,39,14
24180075,0,0,1,51,64,33,51,29,30,19,11
24180076,0,0,2,42,55,35,44,39,25,27,16
24180077,0,0,2,45,47,26,37,40,27,26,11
24180078,0,0,3,53,55,30,44,46,31,30,12
24180079,0,1,3,53,81,48,58,55,32,38,25
24180080,0,1,3,71,90,60,54,53,43,37,15
24180081,0,0,0,36,48,19,31,25,26,18,8
24180082,0,0,1,44,59,39,37,40,44,33,17
24180083,0,0,1,20,27,13,15,20,13,12,4
24180084,0,0,1,37,42,29,28,37,32,21,11
24180085,0,0,2,45,51,35,33,44,39,25,13
24180086,0,0,1,51,68,46,42,46,50,37,20
24190046,0,0,1,66,82,49,55,56,40,25,14
24190047,0,0,0,59,74,43,50,51,35,23,13
24190048,0,1,3,38,60,38,40,37,24,15,5
24190049,0,1,3,44,70,44,47,43,27,17,5
24190050,0,2,7,96,151,94,102,95,59,38,12
24190051,0,1,8,101,131,95,95,96,60,38,21
24190052,0,1,4,47,62,44,45,45,28,18,10
24190053,0,1,8,101,131,95,96,96,61,38,21
24190054,0,1,4,56,72,52,52,53,34,22,12
24190055,0,1,4,87,118,85,81,92,56,30,14
24190056,0,1,3,55,74,53,51,58,35,19,9
24190057,0,1,3,56,76,54,52,59,36,19,9
24190058,0,1,3,65,87,63,60,69,42,21,9
24190059,0,0,2,33,46,33,35,37,22,16,8
24190060,0,0,3,48,69,49,53,55,32,23,12
24190061,0,0,3,57,81,58,62,65,38,27,14
24190062,0,0,3,67,96,69,73,77,45,33,17
24190063,0,0,1,18,30,29,25,36,20,12,7
24190064,0,1,3,37,62,58,51,74,41,26,15
24190065,0,2,4,73,96,54,51,63,51,29,16
24190066,0,2,4,73,96,54,51,63,52,29,17
24190067,0,0,3,87,112,85,91,81,59,45,16
24190068,0,0,1,40,51,38,41,37,27,20,7
24190069,0,0,3,68,87,66,71,63,46,35,13
24190070,0,0,2,55,70,53,57,51,37,28,10
24190071,0,0,2,47,60,46,49,44,32,24,9
24190072,0,0,5,62,84,57,57,57,38,29,9
24190073,0,0,4,54,73,50,50,50,33,25,8
24190074,0,0,5,67,91,61,61,61,41,31,10
24190075,0,1,7,91,124,84,84,84,55,43,13
24190076,0,1,7,100,135,91,91,91,60,47,15
24190077,0,1,4,57,77,51,52,52,34,27,8
24190078,0,1,4,77,95,63,72,73,56,36,11
24190079,0,1,4,88,108,71,82,83,64,41,12
24190080,0,1,6,113,138,92,106,106,82,53,15
24190081,0,1,3,69,84,56,64,65,50,32,9
24190082,0,1,4,79,97,64,74,74,57,37,11
24190083,0,1,9,175,215,142,165,165,128,82,24
24190084,0,0,2,55,71,54,58,51,38,29,10
24190085,0,0,2,44,55,43,43,41,32,26,12
24190086,0,0,2,42,52,40,40,38,30,24,11
24190087,0,0,4,77,96,74,74,70,55,44,21
24190088,0,1,0,41,47,33,34,31,23,18,7
24190089,0,0,2,47,64,47,42,50,27,27,13
24190090,0,0,2,44,61,44,40,47,26,25,12
24190091,0,0,2,40,55,40,36,43,23,23,11
24190092,0,0,3,46,63,46,42,48,26,25,13
24190093,0,0,1,26,40,27,26,21,18,17,8
24190094,0,0,2,55,82,55,54,43,38,34,17
24190095,0,0,2,55,64,47,49,54,51,35,18
24190096,0,0,1,26,30,22,23,25,24,16,8
24190097,0,0,1,52,59,55,47,53,34,27,18
24190098,0,0,1,51,57,54,46,51,33,26,18
24190099,0,0,2,53,59,55,49,53,33,27,18
24190100,0,1,2,42,55,55,47,51,31,27,12
24190101,0,0,1,35,46,47,40,43,27,22,10
24190102,0,0,1,45,70,51,44,50,35,27,14
24190103,0,0,1,48,75,54,47,54,37,29,15
24190104,0,0,1,63,99,72,62,72,49,39,19
24190105,0,1,1,76,118,87,75,86,60,47,23
24190106,0,1,3,79,108,83,73,84,58,45,31
24190107,0,0,3,55,75,46,40,37,36,34,15
24190108,0,1,6,76,103,63,55,52,51,47,21
24200011,0,0,4,59,67,72,51,47,30,26,11
24200012,0,0,3,42,56,39,34,37,31,19,8
24200013,0,1,3,39,47,46,33,40,25,11,6
24200014,0,1,6,65,79,78,57,68,42,20,11
24200015,0,5,8,101,154,125,127,104,80,48,14
24200016,0,2,4,47,72,58,59,49,37,22,7
24200017,0,1,4,124,147,106,99,83,63,51,15
24200018,1,1,4,46,63,43,38,42,35,22,9
24200019,0,1,4,102,120,87,80,68,51,41,12
24200020,0,4,5,57,74,57,62,50,39,20,7
24200021,0,5,6,60,76,58,64,51,39,21,7
24210039,0,0,2,70,96,59,63,68,40,43,14
24210041,0,0,1,44,60,37,39,43,25,27,9
24210042,0,1,1,51,69,42,45,48,28,31,10
24210043,0,2,5,70,93,83,63,72,50,31,10
24210044,0,2,6,87,117,104,80,90,63,39,12
24210045,0,3,7,96,129,115,88,99,69,43,14
24210046,0,3,8,112,151,135,102,116,80,50,16
24210047,0,1,11,178,209,148,139,121,88,51,13
24210048,0,1,9,137,161,114,107,93,68,39,10
24210049,0,0,4,57,67,47,44,38,28,16,4
24210050,0,0,3,53,62,44,41,36,26,15,4
24210051,0,1,3,44,51,37,35,30,22,12,2
24210052,0,0,3,72,77,60,53,59,44,27,15
24210053,0,0,2,63,67,52,46,51,39,23,13
24210054,0,1,2,47,50,40,35,38,29,18,11
24210055,0,0,0,0,0,0,0,0,0,0,0
24210056,0,1,3,100,102,72,61,63,51,39,11
24210057,0,0,2,57,59,41,35,36,29,22,6
24210058,0,1,2,65,66,46,39,40,33,25,7
24210059,0,1,2,84,86,60,51,53,43,33,9
24210060,0,0,1,58,60,42,36,36,29,23,8
24210061,0,2,8,186,206,130,121,119,90,60,26
24210062,0,1,3,68,75,47,44,43,33,22,9
24210063,0,1,3,63,70,44,41,41,31,20,9
24210064,0,1,3,77,85,54,50,50,38,25,11
24210065,0,1,4,92,101,64,59,59,44,29,13
24210066,0,0,2,55,60,38,36,35,27,18,8
24210067,0,-1,3,43,48,30,28,27,20,14,5
24210068,0,2,6,131,150,94,89,85,67,44,12
24210069,0,1,2,43,49,31,29,28,22,15,4
24210070,0,1,2,53,61,38,36,35,27,18,5
24210071,0,2,5,107,123,78,73,70,55,36,10
24210072,0,2,5,114,131,82,77,74,58,39,10
24210073,0,1,2,55,62,39,37,36,28,18,5
24210074,0,4,11,149,175,111,121,104,64,40,10
24210075,0,5,14,182,216,134,146,126,79,48,12
24210076,0,6,15,202,239,149,162,140,87,53,13
24210077,0,1,4,50,60,37,40,35,22,13,3
24210078,0,1,3,36,43,27,29,25,16,10,2
24210079,0,1,3,40,48,30,33,28,17,11,3
24210080,0,5,14,185,219,136,149,128,80,49,12
24210081,0,3,7,96,113,71,78,67,41,26,7
24220037,0,1,3,56,85,74,56,70,57,45,12
24220038,0,1,5,146,163,122,116,137,102,75,17
24220039,0,1,4,104,116,87,83,97,72,54,12
24220040,0,2,10,74,96,69,60,71,49,30,15
24220041,0,2,6,74,112,86,58,53,37,30,4
24220042,0,2,7,116,124,89,84,93,72,57,28
24220043,0,0,2,71,67,50,52,60,50,34,19
24220044,0,2,8,94,105,70,65,66,51,36,18
24220045,0,3,14,175,230,156,142,152,121,65,9
24220046,0,4,9,78,78,70,57,45,31,19,9
24220047,0,4,12,199,285,211,213,233,135,78,22
24220048,0,0,6,105,124,88,62,91,67,51,14
24220049,0,4,11,84,136,88,98,78,76,52,15
24220050,0,4,8,63,87,83,66,72,45,26,3
24220051,0,5,13,103,133,126,115,115,72,41,8
24220052,0,5,12,34,64,43,51,51,32,28,8
24220053,0,0,11,52,62,40,50,50,32,10,3
24220055,0,0,5,47,69,63,72,40,28,17,5
24220056,0,0,4,55,65,39,47,25,23,18,3
24220057,0,9,21,177,230,173,193,152,89,51,13
24220059,0,2,6,51,89,75,72,56,47,18,12
24220060,0,1,3,61,69,50,47,46,33,25,7
24220061,0,2,7,162,185,133,129,129,91,69,18
24220062,0,3,11,248,282,206,190,191,135,104,27
24220063,0,0,2,42,48,35,32,32,23,18,5
24220064,0,3,6,154,171,126,117,113,82,64,17
24220065,0,1,6,138,157,115,106,105,76,58,16
24220066,0,0,3,92,106,78,71,72,51,39,10
24220067,0,0,2,53,61,45,44,52,35,25,6
24220068,0,2,17,333,331,208,249,264,208,132,42
24220069,0,4,7,11,24,23,37,39,23,13,3
24220070,0,1,13,96,125,105,117,116,93,48,21
24220071,0,3,4,101,150,116,106,111,69,41,17
24220072,0,0,11,108,149,92,91,78,59,42,11
24220073,0,0,5,122,127,70,90,60,44,39,8
24220074,0,2,9,77,82,52,73,73,44,40,14
24220075,0,1,6,57,70,31,51,53,40,27,9
24220076,0,1,4,42,60,50,42,49,23,25,6
24220077,0,1,4,136,176,98,111,107,64,61,22
24220078,0,3,16,266,308,191,198,205,145,137,51
24220079,0,2,4,102,144,86,103,103,81,69,21
24220080,0,6,8,152,178,121,120,114,95,59,16
24220081,0,0,3,59,63,41,48,49,46,24,9
24220082,0,0,1,31,30,17,20,19,17,10,4
24220083,0,1,3,28,26,19,21,22,17,14,3
24220084,0,0,5,172,159,99,111,110,76,54,9
24220085,0,0,1,26,18,14,17,18,14,9,1
24220086,0,0,2,32,27,19,19,21,16,12,3
24220087,0,5,13,99,126,109,100,90,76,25,5
24230001,0,2,7,85,103,76,75,73,57,52,13
24230002,0,1,7,90,117,64,72,49,39,20,9
24230003,0,0,2,75,68,43,52,44,35,22,12
24230004,0,0,2,103,108,70,69,56,38,39,12
24230005,0,0,5,129,172,77,82,70,43,30,17
24230006,0,0,5,72,79,47,51,32,21,29,6
24230007,0,1,15,171,237,127,150,105,68,55,15
24230008,0,1,1,70,67,61,54,41,18,17,8
24230009,0,0,3,52,65,36,26,25,14,12,4
24230010,0,0,4,71,87,54,45,32,23,12,6
24230011,0,0,0,51,52,33,31,26,12,11,2
24230012,0,1,3,75,86,48,40,36,23,17,2
24230013,0,0,5,78,77,41,48,47,32,25,3
24230014,0,1,4,76,65,56,48,40,13,15,7
24230015,0,0,3,63,78,44,36,37,24,10,6
24230016,0,0,2,49,45,23,35,22,11,9,1
24230017,0,2,1,48,69,39,31,39,16,13,1
24230018,0,1,2,33,34,28,27,23,12,8,1
24230019,0,0,1,47,57,32,47,33,16,13,1
24230020,0,0,3,69,81,42,56,48,27,14,1
24230021,0,2,4,71,67,47,39,39,19,13,1
24230022,0,1,3,71,72,53,48,37,17,11,6
24230023,0,0,2,103,110,58,48,43,29,20,7
24230024,0,1,4,70,67,40,46,32,24,10,3
24230025,0,2,10,101,98,49,51,58,32,15,4
24230026,0,1,2,40,62,22,36,24,12,11,3
24230027,0,8,33,598,698,409,400,301,167,76,11
24230028,0,4,14,285,289,164,134,86,46,22,5
24230029,0,0,1,215,173,73,52,51,10,11,0
24230030,0,0,2,55,64,46,42,28,11,6,2
24230031,0,0,2,96,98,34,50,29,17,5,7
24230032,0,1,2,60,61,30,43,33,23,6,3
24230033,0,1,4,121,140,60,54,50,31,19,3
24230034,0,0,0,47,54,34,29,16,18,5,2
24230035,0,1,1,53,48,26,26,27,10,3,2
24230036,0,0,1,76,74,38,44,30,19,11,9
24230037,0,0,1,60,65,49,37,41,28,21,4
24230038,0,0,3,75,92,42,42,31,24,16,2
24230039,0,1,2,44,55,18,27,27,9,4,7
24230040,0,1,0,60,54,50,59,29,20,9,1
24230041,0,1,0,59,68,35,35,23,26,10,2
24230042,0,0,1,70,57,35,24,22,19,1,3
24230043,0,0,1,86,81,39,34,35,21,12,4
24230044,0,0,3,94,89,48,58,35,26,9,6
24230045,0,0,2,39,34,32,19,28,14,8,0
24230046,0,0,2,57,55,37,20,36,11,10,3
24230047,0,0,2,59,58,36,46,35,14,15,3
24230048,0,1,3,62,76,38,54,44,17,12,1
24230049,0,0,4,48,49,30,27,19,17,7,4
24230050,0,0,1,76,80,43,28,18,12,3,1
24230051,0,0,0,64,79,36,37,25,19,9,7
24230052,0,0,7,57,84,49,53,43,29,9,6
24230053,0,1,4,89,106,73,72,66,30,21,5
24230054,0,0,1,46,54,31,23,24,15,7,1
24230055,0,0,1,47,52,31,37,27,13,10,2
24230056,0,0,1,45,50,31,26,27,10,7,2
24230057,0,0,0,40,41,34,22,22,14,10,1
24230058,0,2,5,77,76,53,48,29,10,13,2
24230059,0,0,4,47,54,37,36,34,19,13,4
24230060,0,2,1,120,109,57,38,34,20,11,3
24230061,0,0,0,63,53,37,26,34,12,6,3
24230062,1,1,1,37,56,39,28,29,20,11,2
24230063,0,0,2,38,41,34,32,31,16,9,2
24230064,0,0,3,70,58,35,41,36,16,6,1
24230065,0,0,8,195,199,98,128,100,46,20,7
24230066,0,0,1,46,41,25,25,28,22,8,1
24230067,0,0,11,179,163,105,77,61,23,10,6
24230068,0,0,2,57,70,36,37,40,21,14,5
24230069,0,2,0,64,78,48,39,40,27,12,3
24230070,0,0,1,55,55,43,33,27,31,12,2
24230071,0,0,2,53,66,39,26,27,17,13,3
24230072,0,0,2,52,54,23,27,26,9,7,4
24230073,0,0,2,63,68,30,36,30,19,12,2
24230074,0,1,6,48,72,30,35,29,12,14,7
24230075,0,0,3,45,57,37,24,26,12,5,0
24230076,0,4,18,314,367,210,240,165,67,28,7
24230077,0,1,3,98,106,78,73,49,21,18,4
24230078,0,0,2,93,95,55,48,40,20,14,4
24230079,0,0,3,72,62,41,36,34,9,6,2
24230080,0,0,5,89,88,43,46,26,17,13,4
24230081,0,2,3,86,80,58,54,35,23,9,3
24230082,0,1,4,81,49,50,30,23,14,9,1
24230083,0,0,2,47,64,35,41,26,15,7,0
24230084,0,1,1,73,52,45,38,39,14,15,1
24230085,0,0,3,63,82,43,46,28,18,8,1
24230086,0,1,3,63,71,36,54,27,23,18,3
24230087,0,0,5,92,109,54,58,37,25,19,7
24230088,0,2,6,118,126,82,78,73,47,34,6
24230089,0,1,1,69,80,59,60,59,35,32,14
24230090,0,2,5,117,117,65,60,61,35,22,8
24230091,0,2,3,54,72,47,49,43,19,10,1
24230092,0,0,5,84,71,54,52,41,26,15,7
24230093,0,3,1,69,98,51,49,37,29,14,3
24230094,0,0,3,92,100,48,57,43,17,11,4
24230095,0,1,3,84,97,47,51,45,23,15,5
24230096,0,1,1,78,88,33,38,37,18,8,3
24230097,0,0,4,75,62,46,31,36,24,6,2
24230098,0,0,0,31,34,17,21,30,15,8,2
24230099,0,0,2,70,58,38,36,16,12,7,1
24230100,0,1,1,129,141,83,86,72,38,19,7
24230101,0,0,4,84,61,34,46,25,26,16,3
24230102,0,0,1,58,52,48,39,29,18,15,4
24230103,0,2,1,35,46,26,27,18,19,9,2
24230104,0,0,0,38,50,31,37,27,12,15,3
24230105,0,1,1,59,94,46,39,40,19,14,3
24230106,0,1,4,41,68,48,54,27,22,17,5
24230107,0,0,2,47,62,50,56,40,20,13,2
24230108,0,0,4,81,81,42,51,35,17,11,6
24230109,0,0,2,65,76,50,36,22,23,17,2
24230110,0,0,0,55,53,37,30,18,14,10,0
24230111,0,0,2,50,61,27,32,22,16,8,2
24230112,0,0,0,40,42,29,12,15,9,11,2
24230113,0,0,0,61,66,39,32,28,16,11,3
24230115,0,0,0,97,91,44,42,19,9,4,1
24230116,0,0,0,32,35,24,10,11,3,2,0
24230117,0,0,3,40,40,21,19,22,7,5,3
24230118,0,1,2,59,49,20,17,22,15,6,0
24230119,0,1,0,45,58,24,22,28,10,6,2
24230120,0,1,0,46,48,28,23,8,11,6,0
24230121,0,0,2,42,46,33,17,23,12,9,1
24230122,0,0,0,45,41,30,26,32,15,6,1
24230123,0,0,0,38,45,29,24,23,11,5,2
24230124,0,0,0,25,27,20,18,17,8,8,1
24230125,0,0,1,56,51,34,35,23,15,9,1
24230126,0,0,5,69,74,42,31,36,16,9,2
24230127,0,1,3,63,74,43,32,26,13,5,1
24230128,0,2,2,49,66,24,25,20,15,4,0
24230129,0,0,4,65,66,47,25,23,12,6,0
24230130,0,0,0,39,49,30,25,27,11,11,2
24230131,0,0,2,34,24,17,15,20,9,5,2
24230132,0,0,1,30,33,16,18,9,6,1,2
24230133,0,0,1,39,37,23,15,14,13,1,2
24230134,0,0,4,39,40,29,27,16,13,7,1
24230135,0,0,1,43,51,30,24,21,12,8,2
24230136,0,0,3,52,58,34,22,14,6,3,1
24230137,0,0,6,48,63,27,22,23,8,6,3
24230138,0,0,0,54,46,29,21,24,5,2,2
24230139,0,0,1,31,50,27,20,19,6,0,0
24230140,0,0,5,55,46,17,33,11,9,4,1
24230141,0,0,1,48,66,31,27,23,12,2,2
24230142,0,0,4,54,59,35,26,13,4,1,1
24230143,0,1,4,66,61,48,44,22,7,4,0
24230144,0,0,5,61,62,38,23,20,12,5,1
24230145,0,0,1,55,67,33,29,21,14,5,1
24230146,0,0,0,44,49,26,27,22,10,6,0
24230147,0,0,4,63,73,41,22,18,22,5,1
24230148,0,0,2,52,68,37,28,20,21,3,4
24230149,0,1,1,63,84,33,43,21,15,6,4
24230150,0,0,2,47,40,26,26,14,10,3,1
24230151,0,0,2,58,62,34,27,20,17,12,2
24230152,0,0,2,69,55,34,36,21,13,5,0
24230153,0,0,0,14,22,19,20,10,8,0,0
24230154,0,0,3,21,27,13,23,8,10,2,1
24230155,0,0,1,49,52,46,27,28,19,4,3
24230158,0,0,0,16,24,15,10,13,8,2,0
24230159,0,0,2,46,50,33,17,22,16,3,4
24230160,0,0,3,27,38,19,14,11,12,4,4
24230161,0,0,1,45,54,21,15,19,8,5,0
24230162,0,1,0,30,48,40,18,12,15,3,1
24230163,0,1,1,23,30,14,16,10,5,5,0
24230164,0,0,1,42,42,26,14,18,6,6,1
24230165,0,1,4,58,75,47,39,36,14,8,1
24230166,0,0,5,55,63,33,42,22,11,12,1
24230167,0,0,0,48,47,29,19,17,3,7,1
24230168,0,0,5,55,71,50,32,28,13,5,3
24230169,0,0,2,29,40,32,16,19,7,5,1
24230170,0,0,1,34,27,27,16,14,3,2,0
24230171,0,0,1,34,32,19,18,15,8,2,2
24230172,0,0,2,42,45,18,20,10,4,6,0
24230173,0,2,2,70,92,53,46,26,7,3,3
24230174,0,0,0,23,34,23,16,18,1,6,1
24230175,0,0,1,27,40,21,9,16,7,0,0
24230176,0,0,1,35,37,29,17,11,4,4,1
24230177,0,0,3,53,54,26,15,16,13,1,0
24230178,0,0,1,39,58,41,32,21,8,4,0
24230179,0,0,2,56,50,43,28,33,8,1,2
24230180,0,0,3,43,50,26,21,27,4,2,2
24230181,0,0,7,45,51,57,58,57,25,11,8
24230182,0,4,9,57,73,69,65,41,14,7,1
24230183,0,3,2,60,57,30,30,18,12,4,1
24230185,0,1,4,37,39,38,31,19,13,6,1
24230188,0,0,4,24,36,23,26,7,7,3,0
24230189,1,1,1,38,51,34,27,14,4,3,2
24230190,0,1,1,39,46,29,33,14,13,2,1
24230191,0,1,4,72,60,47,45,25,15,3,3
24230192,0,0,4,72,84,42,36,20,10,2,1
