import des bases...
importé

filtrage ADs dans base vehicules...
fin

emissions totales : 5.014782117362005 Mtonnes de CO2

on part de 5.014782117362005 et on veut 1.9822 (diminution de 60.47285896754525%)

1.0443145063890846 Mtonnes encore à gagner
1.0417921644593513 Mtonnes encore à gagner
1.0402465147625783 Mtonnes encore à gagner
1.0378082752006204 Mtonnes encore à gagner
1.0374664577395214 Mtonnes encore à gagner
1.027142542333441 Mtonnes encore à gagner
1.0227633302616403 Mtonnes encore à gagner
1.0155697928184704 Mtonnes encore à gagner
1.0133806053458543 Mtonnes encore à gagner
1.011463660891098 Mtonnes encore à gagner
1.0107881300783295 Mtonnes encore à gagner
0.9928484933312325 Mtonnes encore à gagner
0.9913051750039366 Mtonnes encore à gagner
0.9827735428862086 Mtonnes encore à gagner
0.9743675521101818 Mtonnes encore à gagner
0.972642069470689 Mtonnes encore à gagner
0.9647297800287824 Mtonnes encore à gagner
0.9562833954777552 Mtonnes encore à gagner
0.9354981025944313 Mtonnes encore à gagner
0.9313584353414235 Mtonnes encore à gagner
0.9060866549376845 Mtonnes encore à gagner
0.9054742607933208 Mtonnes encore à gagner
0.8870611253673164 Mtonnes encore à gagner
0.8854579849277588 Mtonnes encore à gagner
0.879236116844621 Mtonnes encore à gagner
0.8507117293435897 Mtonnes encore à gagner
0.843382512375592 Mtonnes encore à gagner
0.8432836113458524 Mtonnes encore à gagner
0.8313595230603885 Mtonnes encore à gagner
0.8281401455211708 Mtonnes encore à gagner
0.8263355727630535 Mtonnes encore à gagner
0.815436849643824 Mtonnes encore à gagner
0.8085537858983989 Mtonnes encore à gagner
0.7977923988728166 Mtonnes encore à gagner
0.7924983489804134 Mtonnes encore à gagner
0.7860517520339096 Mtonnes encore à gagner
0.7795764598029356 Mtonnes encore à gagner
0.7722433485681128 Mtonnes encore à gagner
0.7686380693903645 Mtonnes encore à gagner
0.7654400396328038 Mtonnes encore à gagner
0.7636855888363205 Mtonnes encore à gagner
0.7620666759433898 Mtonnes encore à gagner
0.7536103539870205 Mtonnes encore à gagner
0.7473685371399743 Mtonnes encore à gagner
0.7472655690782741 Mtonnes encore à gagner
0.7413582157328544 Mtonnes encore à gagner
0.7289008122090859 Mtonnes encore à gagner
0.728015066795799 Mtonnes encore à gagner
0.7221912283298313 Mtonnes encore à gagner
0.7134943221639223 Mtonnes encore à gagner
0.7074507246480561 Mtonnes encore à gagner
0.7067536815550695 Mtonnes encore à gagner
0.7026085535089182 Mtonnes encore à gagner
0.7006543844438655 Mtonnes encore à gagner
