ANNEE,MARQUE,MODELE,NB_CYL,CYLINDREE,EMISSION
2010,ACURA,RDX,4,2296,274
2010,ACURA,RL,6,3706,297
2010,ACURA,TL,6,3509,258
2010,ACURA,TL,6,3706,"270,5"
2010,ACURA,TSX,4,2394,228
2010,ACURA,TSX,6,3509,253
2010,ACURA,ZDX,6,3706,"260,180843706777"
2010,AUDI,A3,4,1984,"220,25"
2010,AUDI,A4,4,1984,"223,75"
2010,AUDI,A5,4,1984,"229,333333333333"
2010,AUDI,Q5,6,3198,274
2010,AUDI,S4,6,2968,"271,5"
2010,AUDI,TT,4,1984,228
2010,BMW,128,6,3001,"244,25"
2010,BMW,323,6,2493,244
2010,BMW,328,6,3001,257
2010,BMW,335,6,3001,"261,090909090909"
2010,BMW,535,6,3001,"271,8"
2010,BMW,X3,6,3001,"279,5"
2010,BUICK,ALLUR,6,3001,"282,027272727273"
2010,BUICK,ALLUR,6,3608,"282,027272727273"
2010,BUICK,ENCLA,6,3608,291
2010,BUICK,LUCER,6,3903,"253,5"
2010,CADIL,CTS,6,3001,258
2010,CADIL,SRX,6,3001,"271,5"
2010,CHEVR,AVEO,4,1607,"186,5"
2010,CHEVR,CAMAR,6,3608,254
2010,CHEVR,CAMAR,8,6199,"285,5"
2010,CHEVR,COBAL,4,2001,216
2010,CHEVR,COBAL,4,2197,"204,666666666667"
2010,CHEVR,COBAL,4,2200,"193,333333333333"
2010,CHEVR,COLOR,4,2903,"264,333333333333"
2010,CHEVR,COLOR,5,3706,"297,833333333333"
2010,CHEVR,EQUIN,4,2394,"219,5"
2010,CHEVR,EQUIN,6,3001,276
2010,CHEVR,EXPRE,8,6002,"361,833333333333"
2010,CHEVR,HHR,4,2197,220
2010,CHEVR,IMPAL,6,3509,"229,5"
2010,CHEVR,MALIB,4,2394,210
2010,CHEVR,SILVE,6,4297,"334,5"
2010,CHEVR,SILVE,8,4805,338
2010,CHEVR,SILVE,8,5297,"302,666666666667"
2010,CHEVR,SILVE,8,6002,252
2010,CHEVR,SILVE,8,6199,"303,625"
2010,CHEVR,SILVE,8,6600,"355,25"
2010,CHEVR,SUBUR,8,5297,308
2010,CHEVR,TRAVE,6,3608,"288,5"
2010,CHRYS,300,6,3509,"279,5"
2010,CHRYS,PTCRU,4,2427,258
2010,CHRYS,SEBRI,4,2394,"226,5"
2010,CHRYS,SEBRI,6,2706,248
2010,CHRYS,SEBRI,6,3509,274
2010,CHRYS,TOWN,6,4001,271
2010,DODGE,AVENG,4,2394,221
2010,DODGE,CALIB,4,2001,215
2010,DODGE,CHARG,6,3509,"279,5"
2010,DODGE,DAKOT,6,3690,"339,5"
2010,DODGE,GRAND,,3296,"278,5"
2010,DODGE,GRAND,6,3296,"278,5"
2010,DODGE,GRAND,6,3300,"278,5"
2010,DODGE,GRAND,6,4001,271
2010,DODGE,JOURN,4,2394,255
2010,DODGE,JOURN,6,3509,"294,5"
2010,DODGE,RAM,6,6707,331
2010,DODGE,RAM,8,4707,"365,75"
2010,DODGE,RAM,8,5707,"349,5"
2010,FORD,EDGE,6,3509,276
2010,FORD,ESCAP,4,2509,"211,2"
2010,FORD,ESCAP,6,3001,"256,25"
2010,FORD,EXPED,8,5395,"369,5"
2010,FORD,EXPLO,6,4001,359
2010,FORD,EXPLO,8,4608,340
2010,FORD,F150,8,4608,"327,666666666667"
2010,FORD,F150,8,5395,"339,25"
2010,FORD,F350,,6806,"270,823133283324"
2010,FORD,FLEX,6,3509,"288,333333333333"
2010,FORD,FOCUS,4,2000,"194,5"
2010,FORD,FOCUS,4,2001,"194,5"
2010,FORD,FUSIO,4,2493,"198,6"
2010,FORD,FUSIO,4,2500,"198,6"
2010,FORD,FUSIO,6,3001,"249,75"
2010,FORD,MUSTA,6,4001,274
2010,FORD,MUSTA,8,4608,"284,5"
2010,FORD,MUSTA,8,5395,320
2010,FORD,RANGE,4,2296,245
2010,FORD,RANGE,6,4001,325
2010,FORD,TAURU,6,3509,"264,5"
2010,FORD,TRANS,4,2001,235
2010,GMC,ACADI,6,3608,"288,5"
2010,GMC,CANYO,4,2903,"264,333333333333"
2010,GMC,CANYO,5,3706,"297,833333333333"
2010,GMC,SAVAN,8,5297,"361,833333333333"
2010,GMC,SIERR,6,4297,"334,5"
2010,GMC,SIERR,8,4805,338
2010,GMC,SIERR,8,5297,"302,666666666667"
2010,GMC,SIERR,8,6002,252
2010,GMC,SIERR,8,6609,358
2010,GMC,TERRA,4,2394,"219,5"
2010,GMC,TERRA,6,3001,276
2010,HONDA,ACCOR,4,2394,"216,75"
2010,HONDA,ACCOR,6,3509,"255,4"
2010,HONDA,CIVIC,4,1800,184
2010,HONDA,CIVIC,4,1804,184
2010,HONDA,CIVIC,4,2001,230
2010,HONDA,CR-V,4,2394,"233,5"
2010,HONDA,FIT,4,1492,175
2010,HONDA,FIT,4,1500,175
2010,HONDA,INSIG,3,1296,"133,5"
2010,HONDA,INSIG,4,1296,"133,5"
2010,HONDA,ODYSS,6,3509,"281,5"
2010,HONDA,PILOT,6,3493,"292,5"
2010,HONDA,RIDGE,6,3493,320
2010,HYUND,ACCEN,4,1600,178
2010,HYUND,ACCEN,4,1607,178
2010,HYUND,ELANT,4,1984,195
2010,HYUND,ELANT,4,2000,195
2010,HYUND,GENES,4,1984,229
2010,HYUND,GENES,6,3772,"258,666666666667"
2010,HYUND,SANTA,4,2361,"240,5"
2010,HYUND,SANTA,6,3477,"242,5"
2010,HYUND,SANTA,6,3500,"242,5"
2010,HYUND,SONAT,4,2361,215
2010,HYUND,SONAT,6,3345,239
2010,HYUND,TUCSO,4,2361,220
2010,INFIN,EX35,6,3509,288
2010,INFIN,FX35,6,3509,301
2010,INFIN,G37,6,3706,266
2010,JEEP,COMMA,8,5707,350
2010,JEEP,COMPA,4,2394,230
2010,JEEP,GRAND,8,5707,347
2010,JEEP,LIBER,6,3690,315
2010,JEEP,PATRI,4,2394,230
2010,JEEP,WRANG,6,3772,"327,5"
2010,KIA,FORTE,4,2001,192
2010,KIA,FORTE,4,2361,"210,5"
2010,KIA,OPTIM,4,2361,"206,98460059527"
2010,KIA,RIO,4,1607,178
2010,KIA,RONDO,4,2361,244
2010,KIA,RONDO,6,2706,260
2010,KIA,SEDON,6,3772,283
2010,KIA,SOUL,4,1607,"193,5"
2010,KIA,SOUL,4,2000,205
2010,KIA,SOUL,4,2001,205
2010,KIA,SPORT,4,2001,"248,666666666667"
2010,KIA,SPORT,6,2706,"269,5"
2010,LEXUS,ES,6,3493,244
2010,LEXUS,ES,6,3509,244
2010,LEXUS,HS,4,2394,159
2010,LEXUS,IS,6,2493,242
2010,LEXUS,IS,6,3509,262
2010,LEXUS,LX,8,5707,377
2010,LEXUS,RX,6,3444,"224,25"
2010,LEXUS,RX,6,3460,"224,25"
2010,LEXUS,RX,6,3509,"224,25"
2010,LINCO,MKT,6,3706,297
2010,LINCO,MKX,6,3509,285
2010,LINCO,MKZ,6,3509,"270,5"
2010,MAZDA,3,4,2000,"195,5"
2010,MAZDA,3,4,2001,"195,5"
2010,MAZDA,3,4,2493,223
2010,MAZDA,3,4,2500,223
2010,MAZDA,5,4,2296,"228,5"
2010,MAZDA,5,4,2300,"228,5"
2010,MAZDA,6,4,2493,229
2010,MAZDA,6,6,3706,271
2010,MAZDA,B2300,4,2296,245
2010,MAZDA,B4000,6,4001,"338,5"
2010,MAZDA,CX-7,4,2296,273
2010,MAZDA,CX-7,4,2493,239
2010,MAZDA,CX-9,6,3706,308
2010,MAZDA,MX-5,4,2001,228
2010,MAZDA,SPEED,4,2296,262
2010,MAZDA,TRIBU,4,2493,233
2010,MAZDA,TRIBU,6,3001,"256,25"
2010,MERCE,B200,4,2001,"224,75"
2010,MERCE,B200,6,2001,"224,75"
2010,MERCE,C,6,2493,261
2010,MERCE,C,6,3001,"267,25"
2010,MERCE,C,6,3493,"273,5"
2010,MERCE,E,6,3493,"272,5"
2010,MERCE,E,8,5510,"302,5"
2010,MERCE,GLK,6,3493,306
2010,MERCE,ML,6,3001,302
2010,MINI,COOPE,4,1600,186
2010,MINI,COOPE,4,1607,186
2010,MITSU,LANCE,4,2001,"258,666666666667"
2010,MITSU,LANCE,4,2378,231
2010,MITSU,OUTLA,4,2378,232
2010,MITSU,OUTLA,6,3001,260
2010,NISSA,370Z,6,3706,"261,25"
2010,NISSA,ALTIM,4,2509,196
2010,NISSA,CUBE,4,1800,193
2010,NISSA,CUBE,4,1804,193
2010,NISSA,FRONT,6,4001,"324,666666666667"
2010,NISSA,MAXIM,6,3509,251
2010,NISSA,MURAN,6,3509,274
2010,NISSA,PATHF,6,4001,336
2010,NISSA,ROGUE,4,2509,229
2010,NISSA,SENTR,4,2001,192
2010,NISSA,SENTR,4,2509,"217,5"
2010,NISSA,TITAN,8,5608,"380,5"
2010,NISSA,VERSA,4,1607,"187,5"
2010,NISSA,VERSA,4,1800,"190,666666666667"
2010,NISSA,VERSA,4,1804,"190,666666666667"
2010,NISSA,XTERR,6,4001,321
2010,PONTI,G3,4,1607,"186,5"
2010,PONTI,G5,4,2197,"193,333333333333"
2010,PONTI,VIBE,4,1804,192
2010,PONTI,VIBE,4,2394,"232,333333333333"
2010,PORSC,CAYEN,6,3608,"331,5"
2010,PORSC,CAYEN,8,4805,"378,4"
2010,SMART,FORTW,3,1000,150
2010,SUBAR,FORES,4,2460,"246,285714285714"
2010,SUBAR,FORES,4,2500,"246,285714285714"
2010,SUBAR,IMPRE,4,2460,"250,176470588235"
2010,SUBAR,LEGAC,4,2460,"229,428571428571"
2010,SUBAR,LEGAC,4,2500,"229,428571428571"
2010,SUBAR,LEGAC,4,3608,"229,428571428571"
2010,SUBAR,OUTBA,4,2460,"231,4"
2010,SUBAR,OUTBA,6,3608,269
2010,SUZUK,GRAND,4,2394,265
2010,SUZUK,GRAND,4,2400,265
2010,SUZUK,GRAND,6,3198,283
2010,SUZUK,SWIFT,4,1607,"188,5"
2010,SUZUK,SX4,4,2001,"208,2"
2010,TOYOT,4RUNN,6,4001,292
2010,TOYOT,CAMRY,4,2493,156
2010,TOYOT,CAMRY,6,3509,239
2010,TOYOT,COROL,4,1800,187
2010,TOYOT,COROL,4,1804,187
2010,TOYOT,COROL,4,2361,"226,2"
2010,TOYOT,HIGHL,6,3296,207
2010,TOYOT,HIGHL,6,3509,277
2010,TOYOT,MATRI,4,1800,"199,020098439059"
2010,TOYOT,MATRI,4,1804,"199,020098439059"
2010,TOYOT,MATRI,4,2361,"199,020098439059"
2010,TOYOT,PRIUS,4,1804,110
2010,TOYOT,RAV4,4,2509,"224,5"
2010,TOYOT,RAV4,6,3509,"248,5"
2010,TOYOT,SIENN,6,3509,"285,5"
2010,TOYOT,TACOM,4,2689,"261,333333333333"
2010,TOYOT,TACOM,6,4001,"329,666666666667"
2010,TOYOT,TUNDR,8,4608,"327,5"
2010,TOYOT,TUNDR,8,5707,"363,5"
2010,TOYOT,VENZA,4,2689,"231,5"
2010,TOYOT,VENZA,6,3509,"256,5"
2010,TOYOT,YARIS,4,1492,"171,5"
2010,TOYOT,YARIS,4,1500,"171,5"
2010,VOLKS,CC,4,1984,223
2010,VOLKS,EOS,4,1984,"219,5"
2010,VOLKS,GOLF,4,1968,197
2010,VOLKS,GOLF,4,1984,197
2010,VOLKS,GOLF,5,2476,"227,5"
2010,VOLKS,GTI,4,1984,215
2010,VOLKS,JETTA,4,1968,206
2010,VOLKS,JETTA,4,1984,206
2010,VOLKS,JETTA,5,2476,228
2010,VOLKS,PASSA,4,1984,223
2010,VOLKS,ROUTA,6,4001,271
2010,VOLKS,TIGUA,4,1984,"260,666666666667"
2010,VOLVO,C70,5,2525,"247,5"
2010,VOLVO,S40,5,2400,237
2010,VOLVO,S80,6,3001,294
2010,VOLVO,XC60,6,3001,294
2010,VOLVO,XC70,6,3001,294
2010,VOLVO,XC70,6,3198,299
2010,VOLVO,XC90,6,3198,311
2011,ACURA,CSX,4,2001,218
2011,ACURA,MDX,6,3706,304
2011,ACURA,RDX,4,2296,274
2011,ACURA,TL,6,3509,258
2011,AUDI,A3,4,1984,"220,25"
2011,AUDI,A4,4,1984,222
2011,AUDI,A5,4,1984,"226,333333333333"
2011,AUDI,A6,6,2968,269
2011,AUDI,Q5,4,1984,246
2011,AUDI,S4,6,2968,"271,5"
2011,AUDI,S5,8,4165,"308,5"
2011,AUDI,TTS,4,1984,244
2011,BMW,128,6,3001,243
2011,BMW,323,4,2493,244
2011,BMW,323,6,2493,244
2011,BMW,328,6,3001,"256,5"
2011,BMW,335,6,3001,"254,466666666667"
2011,BMW,535,6,3001,239
2011,BMW,X3,6,3001,253
2011,BMW,X5,6,3001,291
2011,BMW,Z4,6,3001,"257,8"
2011,BUICK,ENCLA,6,3608,291
2011,BUICK,LACRO,4,2394,235
2011,BUICK,LACRO,6,3608,"270,5"
2011,BUICK,LUCER,6,3903,"253,5"
2011,BUICK,REGAL,4,2001,"231,25"
2011,BUICK,REGAL,4,2394,235
2011,CADIL,CTS,6,3001,"261,4"
2011,CADIL,CTS,6,3608,261
2011,CADIL,SRX,6,3001,274
2011,CHEVR,AVEO,4,1607,"186,5"
2011,CHEVR,CAMAR,8,6199,288
2011,CHEVR,COLOR,4,2903,"263,166666666667"
2011,CHEVR,COLOR,5,3706,"297,333333333333"
2011,CHEVR,CRUZE,4,1394,"178,333333333333"
2011,CHEVR,CRUZE,4,1400,"178,333333333333"
2011,CHEVR,CRUZE,4,1804,192
2011,CHEVR,EQUIN,4,2394,"219,5"
2011,CHEVR,EQUIN,6,3001,"274,25"
2011,CHEVR,EXPRE,8,6609,"422,5"
2011,CHEVR,HHR,4,2197,"208,5"
2011,CHEVR,IMPAL,6,3509,"229,5"
2011,CHEVR,MALIB,4,2394,"209,5"
2011,CHEVR,MALIB,4,2400,"209,5"
2011,CHEVR,SILVE,8,4805,338
2011,CHEVR,SILVE,8,5297,303
2011,CHEVR,SILVE,8,6609,"367,75"
2011,CHEVR,TRAVE,6,3600,"288,5"
2011,CHEVR,TRAVE,6,3608,"288,5"
2011,CHRYS,200,4,2394,"233,75"
2011,CHRYS,200,6,3608,236
2011,CHRYS,300,6,3608,"254,5"
2011,CHRYS,300C,8,5707,299
2011,DODGE,AVENG,4,2394,"227,5"
2011,DODGE,AVENG,6,3608,236
2011,DODGE,CALIB,4,2001,"210,5"
2011,DODGE,CHARG,6,3608,"254,5"
2011,DODGE,DURAN,6,3608,282
2011,DODGE,DURAN,8,5707,357
2011,DODGE,GRAND,6,3600,"266,5"
2011,DODGE,GRAND,6,3608,"266,5"
2011,DODGE,JOURN,4,2394,246
2011,DODGE,JOURN,6,3600,"273,333333333333"
2011,DODGE,JOURN,6,3608,"273,333333333333"
2011,DODGE,RAM,6,6691,331
2011,DODGE,RAM,8,4707,364
2011,DODGE,RAM,8,5707,347
2011,FORD,EDGE,6,3500,257
2011,FORD,EDGE,6,3509,257
2011,FORD,EDGE,6,3706,281
2011,FORD,ESCAP,4,2509,"210,4"
2011,FORD,ESCAP,6,3001,"255,5"
2011,FORD,EXPED,8,5395,361
2011,FORD,EXPLO,6,3509,276
2011,FORD,F150,6,3509,"303,25"
2011,FORD,F150,6,3706,290
2011,FORD,F150,8,5002,"316,125"
2011,FORD,F150,8,6199,407
2011,FORD,F250,8,6707,"244,564486029484"
2011,FORD,F350,8,6199,"244,564486029484"
2011,FORD,F350,8,6707,"244,564486029484"
2011,FORD,FIEST,4,1607,"166,333333333333"
2011,FORD,FLEX,6,3509,"293,666666666667"
2011,FORD,FOCUS,4,2001,"188,5"
2011,FORD,FUSIO,4,2493,"194,5"
2011,FORD,FUSIO,6,3001,"245,5"
2011,FORD,FUSIO,6,3509,281
2011,FORD,MUSTA,8,5395,313
2011,FORD,RANGE,4,2296,255
2011,FORD,RANGE,6,4001,"325,75"
2011,FORD,TAURU,6,3509,265
2011,FORD,TRANS,4,2001,239
2011,GMC,ACADI,6,3608,"288,5"
2011,GMC,CANYO,4,2903,"263,166666666667"
2011,GMC,CANYO,5,3706,"297,333333333333"
2011,GMC,SIERR,6,4297,"334,5"
2011,GMC,SIERR,8,4805,338
2011,GMC,SIERR,8,5297,303
2011,GMC,SIERR,8,6002,"249,5"
2011,GMC,SIERR,8,6609,368
2011,GMC,TERRA,4,2394,"219,5"
2011,GMC,TERRA,6,3001,"274,25"
2011,GMC,YUKON,8,5297,308
2011,GMC,YUKON,8,6002,328
2011,HONDA,ACCOR,4,2394,204
2011,HONDA,ACCOR,6,3493,"248,4"
2011,HONDA,ACCOR,6,3509,"248,4"
2011,HONDA,CIVIC,4,1804,184
2011,HONDA,CIVIC,4,2001,230
2011,HONDA,CR-V,4,2394,"233,5"
2011,HONDA,CR-Z,4,1492,155
2011,HONDA,FIT,4,1492,175
2011,HONDA,ODYSS,6,3509,"249,5"
2011,HONDA,PILOT,6,3493,"292,5"
2011,HONDA,RIDGE,6,3493,320
2011,HYUND,ACCEN,4,1600,179
2011,HYUND,ACCEN,4,1607,179
2011,HYUND,ELANT,4,1800,"171,5"
2011,HYUND,ELANT,4,1804,"171,5"
2011,HYUND,ELANT,4,1984,"189,75"
2011,HYUND,GENES,4,1984,230
2011,HYUND,GENES,6,3772,"260,333333333333"
2011,HYUND,SANTA,4,2361,"247,666666666667"
2011,HYUND,SANTA,6,3477,"242,5"
2011,HYUND,SONAT,4,1984,209
2011,HYUND,SONAT,4,2361,184
2011,HYUND,TUCSO,4,2361,"230,5"
2011,INFIN,EX35,6,3509,281
2011,INFIN,FX35,6,3509,301
2011,INFIN,G25,4,2509,237
2011,INFIN,G25,6,2509,237
2011,INFIN,G37,6,3706,"266,285714285714"
2011,INFIN,M56,8,5608,"287,5"
2011,JAGUA,XKR,8,5002,311
2011,JEEP,COMPA,,2394,226
2011,JEEP,COMPA,4,2394,226
2011,JEEP,GRAND,6,3608,282
2011,JEEP,LIBER,6,3690,315
2011,JEEP,PATRI,4,2394,226
2011,JEEP,WRANG,6,3772,"323,5"
2011,JEEP,WRANG,6,3800,"323,5"
2011,KIA,FORTE,4,2001,"188,5"
2011,KIA,FORTE,4,2361,208
2011,KIA,FORTE,4,2400,208
2011,KIA,OPTIM,4,2001,205
2011,KIA,OPTIM,4,2361,"182,666666666667"
2011,KIA,RIO,4,1607,178
2011,KIA,RONDO,4,2361,244
2011,KIA,RONDO,6,2706,260
2011,KIA,SEDON,6,3493,262
2011,KIA,SOREN,4,2361,"234,666666666667"
2011,KIA,SOREN,6,3493,"249,5"
2011,KIA,SOUL,4,1607,"193,5"
2011,KIA,SOUL,4,2001,205
2011,KIA,SPORT,4,2361,"230,5"
2011,LANDR,LR2,6,3198,311
2011,LANDR,RANGE,8,4952,"384,25"
2011,LEXUS,CT,4,1804,131
2011,LEXUS,ES,6,3493,244
2011,LEXUS,ES,6,3509,244
2011,LEXUS,IS,6,2493,234
2011,LEXUS,IS,6,3460,"247,333333333333"
2011,LEXUS,RX,6,3509,227
2011,LINCO,MKS,6,3509,276
2011,LINCO,MKS,6,3706,284
2011,LINCO,MKT,6,3706,299
2011,LINCO,MKX,6,3706,281
2011,LINCO,MKZ,6,3509,"269,5"
2011,LINCO,TOWN,8,4608,"287,5"
2011,MAZDA,2,4,1500,177
2011,MAZDA,2,4,1509,177
2011,MAZDA,3,4,2001,"195,5"
2011,MAZDA,3,4,2493,224
2011,MAZDA,6,4,2493,"219,5"
2011,MAZDA,6,6,3706,267
2011,MAZDA,CX-7,4,2296,273
2011,MAZDA,CX-7,4,2493,239
2011,MAZDA,MX-5,4,2001,228
2011,MAZDA,SPEED,4,2296,262
2011,MAZDA,TRIBU,4,2493,230
2011,MAZDA,TRIBU,6,3001,"255,5"
2011,MERCE,B200,4,2001,"224,75"
2011,MERCE,C,6,2493,261
2011,MERCE,C,6,3001,268
2011,MERCE,C,6,3493,275
2011,MERCE,C,8,6199,361
2011,MERCE,CL,8,4657,301
2011,MERCE,E,6,3493,276
2011,MERCE,GL,6,3001,332
2011,MERCE,GLK,6,3493,299
2011,MERCE,ML,6,3001,302
2011,MINI,COOPE,4,1607,"185,777777777778"
2011,MITSU,ECLIP,4,2378,"237,75"
2011,MITSU,LANCE,4,2000,"236,75"
2011,MITSU,LANCE,4,2001,"236,75"
2011,MITSU,OUTLA,4,2378,"217,5"
2011,MITSU,OUTLA,4,2400,"217,5"
2011,MITSU,OUTLA,6,3001,255
2011,MITSU,RVR,4,2001,205
2011,NISSA,ALTIM,4,2509,196
2011,NISSA,ALTIM,6,3509,243
2011,NISSA,CUBE,4,1804,"195,5"
2011,NISSA,FRONT,6,4001,326
2011,NISSA,JUKE,4,1607,194
2011,NISSA,MAXIM,6,3509,248
2011,NISSA,MURAN,6,3509,271
2011,NISSA,PATHF,6,4001,336
2011,NISSA,PATHF,8,5608,336
2011,NISSA,QUEST,6,3509,"211,46294487516"
2011,NISSA,ROGUE,4,2500,223
2011,NISSA,ROGUE,4,2509,223
2011,NISSA,SENTR,4,2001,"193,5"
2011,NISSA,SENTR,4,2509,"217,5"
2011,NISSA,TITAN,8,5608,"372,5"
2011,NISSA,VERSA,4,1607,"188,5"
2011,NISSA,VERSA,4,1804,190
2011,NISSA,XTERR,6,4001,"324,5"
2011,PORSC,CAYEN,6,3608,"300,5"
2011,SMART,FORTW,3,1000,150
2011,SUBAR,FORES,4,2493,"246,333333333333"
2011,SUBAR,IMPRE,4,2460,"257,25"
2011,SUBAR,LEGAC,4,2460,"239,333333333333"
2011,SUBAR,LEGAC,6,3608,269
2011,SUBAR,OUTBA,4,2460,"249,333333333333"
2011,SUBAR,OUTBA,6,3600,269
2011,SUBAR,OUTBA,6,3608,269
2011,SUBAR,TRIBE,6,3608,301
2011,SUZUK,GRAND,4,2394,265
2011,SUZUK,KIZAS,4,2394,"217,333333333333"
2011,SUZUK,SX4,4,2000,"207,777777777778"
2011,SUZUK,SX4,4,2001,"207,777777777778"
2011,TOYOT,4RUNN,6,4001,292
2011,TOYOT,AVALO,6,3509,237
2011,TOYOT,CAMRY,4,2394,156
2011,TOYOT,CAMRY,4,2493,156
2011,TOYOT,CAMRY,6,3509,237
2011,TOYOT,COROL,4,1804,188
2011,TOYOT,COROL,4,2361,"226,8"
2011,TOYOT,HIGHL,6,3509,247
2011,TOYOT,MATRI,4,1804,"213,876231293395"
2011,TOYOT,MATRI,4,2361,"213,876231293395"
2011,TOYOT,PRIUS,4,1804,110
2011,TOYOT,RAV4,4,2509,"225,5"
2011,TOYOT,RAV4,6,3509,"249,5"
2011,TOYOT,SCION,4,2361,"213,876231293395"
2011,TOYOT,SIENN,4,2689,242
2011,TOYOT,SIENN,6,3500,"278,5"
2011,TOYOT,SIENN,6,3509,"278,5"
2011,TOYOT,TACOM,4,2689,"260,5"
2011,TOYOT,TACOM,6,4001,"323,333333333333"
2011,TOYOT,TC,4,2493,"213,876231293395"
2011,TOYOT,TUNDR,8,4608,327
2011,TOYOT,TUNDR,8,5707,"364,5"
2011,TOYOT,VENZA,4,2689,"231,5"
2011,TOYOT,VENZA,6,3509,"256,5"
2011,TOYOT,XD,4,1804,"213,876231293395"
2011,TOYOT,YARIS,4,1492,"172,5"
2011,TOYOT,YARIS,4,1500,"172,5"
2011,VOLKS,CC,4,1984,"218,418413281471"
2011,VOLKS,EOS,4,1984,"224,5"
2011,VOLKS,GOLF,4,1968,197
2011,VOLKS,GOLF,5,2476,"215,5"
2011,VOLKS,GTI,4,1984,"216,5"
2011,VOLKS,JETTA,4,1968,205
2011,VOLKS,JETTA,4,1984,205
2011,VOLKS,JETTA,5,2476,"215,5"
2011,VOLKS,TIGUA,4,1984,"256,333333333333"
2011,VOLVO,C30,5,2525,229
2011,VOLVO,C70,5,2525,246
2011,VOLVO,S40,5,2525,228
2011,VOLVO,S80,6,3198,254
2011,VOLVO,XC60,6,3001,288
2011,VOLVO,XC60,6,3198,"276,25"
2011,VOLVO,XC90,6,3198,299
2012,ACURA,MDX,6,3706,304
2012,ACURA,RDX,4,2296,274
2012,ACURA,TL,6,3500,232
2012,ACURA,TL,6,3706,261
2012,ACURA,TSX,4,2394,220
2012,AUDI,A3,4,1968,"220,25"
2012,AUDI,A3,4,1984,"220,25"
2012,AUDI,A4,4,1984,222
2012,AUDI,A5,4,1984,"226,333333333333"
2012,AUDI,A6,6,2968,253
2012,AUDI,Q5,4,1984,246
2012,AUDI,Q5,6,3198,274
2012,AUDI,Q7,6,2968,311
2012,AUDI,S4,6,2968,"271,5"
2012,AUDI,S5,8,4165,"308,5"
2012,AUDI,TT,4,1984,212
2012,BMW,128,6,3001,"245,75"
2012,BMW,328,4,2001,"259,25"
2012,BMW,328,6,3001,"259,25"
2012,BMW,535,6,3001,237
2012,BMW,750,8,4395,338
2012,BMW,X1,4,2001,228
2012,BMW,X3,6,3001,253
2012,BMW,X5,6,3001,292
2012,BMW,X6,6,3001,292
2012,BUICK,ENCLA,6,3608,"288,5"
2012,BUICK,LACRO,6,3608,"262,75"
2012,BUICK,REGAL,4,2394,"211,666666666667"
2012,BUICK,VERAN,4,2394,215
2012,CADIL,SRX,6,3608,278
2012,CHEVR,COLOR,5,3706,"297,333333333333"
2012,CHEVR,CRUZE,4,1394,174
2012,CHEVR,CRUZE,4,1804,194
2012,CHEVR,EQUIN,4,2394,218
2012,CHEVR,EQUIN,6,3001,"274,25"
2012,CHEVR,IMPAL,6,3608,239
2012,CHEVR,MALIB,4,2394,"209,5"
2012,CHEVR,ORLAN,4,2394,"232,5"
2012,CHEVR,SILVE,6,6609,336
2012,CHEVR,SILVE,8,4805,337
2012,CHEVR,SILVE,8,5297,"302,333333333333"
2012,CHEVR,SILVE,8,6002,"249,5"
2012,CHEVR,SONIC,4,1804,"187,5"
2012,CHEVR,TAHOE,8,5297,"306,75"
2012,CHEVR,TRAVE,6,3608,"288,5"
2012,CHEVR,VOLT,4,1394,54
2012,CHRYS,200,4,2394,"233,75"
2012,CHRYS,200,6,3608,236
2012,CHRYS,300,6,3608,"244,666666666667"
2012,CHRYS,TOWN,6,3608,"266,5"
2012,DODGE,AVENG,4,2394,"227,5"
2012,DODGE,CHARG,6,3608,"244,666666666667"
2012,DODGE,DURAN,8,5707,354
2012,DODGE,GRAND,6,3600,"266,5"
2012,DODGE,GRAND,6,3608,"266,5"
2012,DODGE,JOURN,4,2394,246
2012,DODGE,JOURN,6,3600,"273,333333333333"
2012,DODGE,JOURN,6,3608,"273,333333333333"
2012,DODGE,RAM,6,6691,"264,889655087652"
2012,DODGE,RAM,8,4707,"264,889655087652"
2012,DODGE,RAM,8,5707,"264,889655087652"
2012,FIAT,500,4,1394,173
2012,FORD,ECONO,8,5412,"218,025860239331"
2012,FORD,EDGE,6,3509,"256,5"
2012,FORD,ESCAP,4,2509,209
2012,FORD,ESCAP,6,3001,"255,25"
2012,FORD,EXPLO,6,3509,"273,5"
2012,FORD,F150,6,3509,"303,5"
2012,FORD,F150,6,3706,290
2012,FORD,F150,8,5002,"315,375"
2012,FORD,F150,8,6199,"400,333333333333"
2012,FORD,F250,8,6199,"218,025860239331"
2012,FORD,F250,8,6707,"218,025860239331"
2012,FORD,FIEST,4,1607,165
2012,FORD,FOCUS,4,2000,"174,5"
2012,FORD,FOCUS,4,2001,"174,5"
2012,FORD,FUSIO,4,2493,"199,4"
2012,FORD,FUSIO,6,3001,"245,5"
2012,FORD,MUSTA,6,3706,254
2012,FORD,MUSTA,8,5002,"264,5"
2012,FORD,TRANS,4,2001,"232,5"
2012,GMC,ACADI,6,3608,"288,5"
2012,GMC,CANYO,4,2903,"263,166666666667"
2012,GMC,CANYO,5,3706,"297,333333333333"
2012,GMC,SAVAN,8,4805,"401,5"
2012,GMC,SIERR,6,4297,336
2012,GMC,SIERR,8,4805,337
2012,GMC,SIERR,8,5297,"302,333333333333"
2012,GMC,SIERR,8,6609,368
