import des bases...
importé

filtrage ADs dans base vehicules...
fin

emissions totales : 5.792215207805185 Mtonnes de CO2

on part de 5.792215207805185 et on veut 2.31 (diminution de 60.11888513936421%)

2.8741236362857587 Mtonnes encore à gagner
2.873550492171048 Mtonnes encore à gagner
2.873435081443804 Mtonnes encore à gagner
2.8700526745517503 Mtonnes encore à gagner
2.867580409064709 Mtonnes encore à gagner
2.867540793703831 Mtonnes encore à gagner
2.867540793703831 Mtonnes encore à gagner
2.8578076004206063 Mtonnes encore à gagner
2.8536953189072114 Mtonnes encore à gagner
2.8459975592487523 Mtonnes encore à gagner
2.8364732066176557 Mtonnes encore à gagner
2.8295411660910905 Mtonnes encore à gagner
2.827193850745188 Mtonnes encore à gagner
2.8270928713744774 Mtonnes encore à gagner
2.812679481901338 Mtonnes encore à gagner
2.806648196946328 Mtonnes encore à gagner
2.804849609404418 Mtonnes encore à gagner
2.80180594297156 Mtonnes encore à gagner
2.7983801785415667 Mtonnes encore à gagner
2.796777023194901 Mtonnes encore à gagner
2.796777023194901 Mtonnes encore à gagner
2.794180482405426 Mtonnes encore à gagner
2.794114760411501 Mtonnes encore à gagner
2.782053542174481 Mtonnes encore à gagner
2.780121151301944 Mtonnes encore à gagner
2.7794374791910443 Mtonnes encore à gagner
2.7785472129765814 Mtonnes encore à gagner
2.7785472129765814 Mtonnes encore à gagner
2.773751293496226 Mtonnes encore à gagner
2.772450493261902 Mtonnes encore à gagner
2.7470733246110908 Mtonnes encore à gagner
2.7470733246110908 Mtonnes encore à gagner
2.7470733246110908 Mtonnes encore à gagner
2.745870164963287 Mtonnes encore à gagner
2.7434327182871203 Mtonnes encore à gagner
2.743227400732087 Mtonnes encore à gagner
2.731921434268408 Mtonnes encore à gagner
2.7318984503703017 Mtonnes encore à gagner
2.7280496113003783 Mtonnes encore à gagner
2.72793037104369 Mtonnes encore à gagner
2.726443303890847 Mtonnes encore à gagner
2.7187965765654085 Mtonnes encore à gagner
2.7081525920848484 Mtonnes encore à gagner
2.7065026791260514 Mtonnes encore à gagner
2.6905221585025534 Mtonnes encore à gagner
2.690492676994731 Mtonnes encore à gagner
2.6895611116668863 Mtonnes encore à gagner
2.6895611116668863 Mtonnes encore à gagner
2.6894032775284056 Mtonnes encore à gagner
2.680028312123459 Mtonnes encore à gagner
2.6726640571150395 Mtonnes encore à gagner
2.6717924171788687 Mtonnes encore à gagner
2.66381080403363 Mtonnes encore à gagner
2.647697882745922 Mtonnes encore à gagner
2.6418115808398297 Mtonnes encore à gagner
2.637978126487376 Mtonnes encore à gagner
2.6378432558444307 Mtonnes encore à gagner
2.6228101206773338 Mtonnes encore à gagner
2.6226983451972967 Mtonnes encore à gagner
2.6226983451972967 Mtonnes encore à gagner
2.6186655966309185 Mtonnes encore à gagner
2.6116685688067434 Mtonnes encore à gagner
2.6115970931992325 Mtonnes encore à gagner
2.6063518379903248 Mtonnes encore à gagner
2.593790517323782 Mtonnes encore à gagner
2.5848368713312566 Mtonnes encore à gagner
2.5847419030496943 Mtonnes encore à gagner
2.5809163545428206 Mtonnes encore à gagner
2.57947793581574 Mtonnes encore à gagner
2.5768566052098003 Mtonnes encore à gagner
2.5598177559086657 Mtonnes encore à gagner
2.5597548413095566 Mtonnes encore à gagner
2.5525333696733727 Mtonnes encore à gagner
2.5525333696733727 Mtonnes encore à gagner
2.546647691360007 Mtonnes encore à gagner
2.5390068583861756 Mtonnes encore à gagner
2.5389969354096276 Mtonnes encore à gagner
2.5167421958418603 Mtonnes encore à gagner
2.5156486809696923 Mtonnes encore à gagner
2.513014351194101 Mtonnes encore à gagner
2.512972389405044 Mtonnes encore à gagner
2.512930568156085 Mtonnes encore à gagner
2.499636578338747 Mtonnes encore à gagner
2.4715567090676642 Mtonnes encore à gagner
2.467580505171162 Mtonnes encore à gagner
2.467407441911218 Mtonnes encore à gagner
2.463051937541858 Mtonnes encore à gagner
2.4630033550862502 Mtonnes encore à gagner
2.4606838778148394 Mtonnes encore à gagner
2.4584482662101057 Mtonnes encore à gagner
2.458435215818007 Mtonnes encore à gagner
2.4567811901997287 Mtonnes encore à gagner
2.4483721938580687 Mtonnes encore à gagner
2.43993428355304 Mtonnes encore à gagner
2.439901771109669 Mtonnes encore à gagner
2.43978120553096 Mtonnes encore à gagner
2.439719518462406 Mtonnes encore à gagner
2.4380440086586437 Mtonnes encore à gagner
2.4380440086586437 Mtonnes encore à gagner
2.4299498291384265 Mtonnes encore à gagner
2.421475238287124 Mtonnes encore à gagner
2.420605431522405 Mtonnes encore à gagner
2.4204750943660938 Mtonnes encore à gagner
2.4164140507745455 Mtonnes encore à gagner
2.409517316794385 Mtonnes encore à gagner
2.402542419163718 Mtonnes encore à gagner
2.394954059136998 Mtonnes encore à gagner
2.388865284546997 Mtonnes encore à gagner
2.388865284546997 Mtonnes encore à gagner
2.386098455854793 Mtonnes encore à gagner
2.375949516402391 Mtonnes encore à gagner
2.3690411423928057 Mtonnes encore à gagner
2.3564048168351275 Mtonnes encore à gagner
2.354388585416754 Mtonnes encore à gagner
2.3543266265751206 Mtonnes encore à gagner
2.3543266265751206 Mtonnes encore à gagner
2.3492785432632917 Mtonnes encore à gagner
2.3365552184301586 Mtonnes encore à gagner
2.327172335699808 Mtonnes encore à gagner
2.300175826605773 Mtonnes encore à gagner
2.2987155484871287 Mtonnes encore à gagner
2.2957440392291937 Mtonnes encore à gagner
2.295069568346927 Mtonnes encore à gagner
2.2949459102077134 Mtonnes encore à gagner
2.288827465905125 Mtonnes encore à gagner
2.288827465905125 Mtonnes encore à gagner
2.28702543952959 Mtonnes encore à gagner
2.2837593676991212 Mtonnes encore à gagner
2.2575384663216185 Mtonnes encore à gagner
2.2575384663216185 Mtonnes encore à gagner
2.2523580785513535 Mtonnes encore à gagner
2.2522138871196398 Mtonnes encore à gagner
2.251422334745809 Mtonnes encore à gagner
2.250554383751743 Mtonnes encore à gagner
2.249539791342157 Mtonnes encore à gagner
2.249539791342157 Mtonnes encore à gagner
2.2432766988491157 Mtonnes encore à gagner
2.2432766988491157 Mtonnes encore à gagner
2.2423893342698764 Mtonnes encore à gagner
2.2171888980881636 Mtonnes encore à gagner
2.2128969848858353 Mtonnes encore à gagner
2.2075007123365835 Mtonnes encore à gagner
2.20447020703001 Mtonnes encore à gagner
2.200982102456257 Mtonnes encore à gagner
2.2009084893259154 Mtonnes encore à gagner
2.1953275507163528 Mtonnes encore à gagner
2.1802808248788303 Mtonnes encore à gagner
2.1717026312850964 Mtonnes encore à gagner
2.161735787518802 Mtonnes encore à gagner
2.1612165812296102 Mtonnes encore à gagner
2.1580231406417822 Mtonnes encore à gagner
2.1578157603993176 Mtonnes encore à gagner
2.1576935409247002 Mtonnes encore à gagner
2.1498140710343017 Mtonnes encore à gagner
2.139327083792485 Mtonnes encore à gagner
2.1327157215778194 Mtonnes encore à gagner
2.1323389622252242 Mtonnes encore à gagner
2.1323389622252242 Mtonnes encore à gagner
2.1194807113287024 Mtonnes encore à gagner
2.1091697294228475 Mtonnes encore à gagner
2.088306233631164 Mtonnes encore à gagner
2.0866967466979287 Mtonnes encore à gagner
2.0819408073842944 Mtonnes encore à gagner
2.063298451966878 Mtonnes encore à gagner
2.0565508771373353 Mtonnes encore à gagner
2.05028458617959 Mtonnes encore à gagner
2.0429551881341053 Mtonnes encore à gagner
2.0424698326698985 Mtonnes encore à gagner
2.042344039792711 Mtonnes encore à gagner
2.0076195802835204 Mtonnes encore à gagner
2.0018218790246576 Mtonnes encore à gagner
1.9890318624544636 Mtonnes encore à gagner
1.9873245566644644 Mtonnes encore à gagner
1.9781339007878542 Mtonnes encore à gagner
1.9720037021200123 Mtonnes encore à gagner
1.9704678407175389 Mtonnes encore à gagner
1.9547962337701086 Mtonnes encore à gagner
1.954760140673065 Mtonnes encore à gagner
1.935911648430094 Mtonnes encore à gagner
1.930796179804695 Mtonnes encore à gagner
1.926836552536423 Mtonnes encore à gagner
1.9260638123295748 Mtonnes encore à gagner
1.925048390763728 Mtonnes encore à gagner
1.9173665321867932 Mtonnes encore à gagner
1.9094461048305384 Mtonnes encore à gagner
1.9081347897386043 Mtonnes encore à gagner
1.904409494419577 Mtonnes encore à gagner
1.9035637658495514 Mtonnes encore à gagner
1.881875016015949 Mtonnes encore à gagner
1.881875016015949 Mtonnes encore à gagner
1.8751774700501112 Mtonnes encore à gagner
1.8750646791638554 Mtonnes encore à gagner
1.8693566231859724 Mtonnes encore à gagner
1.8617600450707434 Mtonnes encore à gagner
1.8584833371581797 Mtonnes encore à gagner
1.85835748757906 Mtonnes encore à gagner
1.856214313719137 Mtonnes encore à gagner
1.8445197100031794 Mtonnes encore à gagner
1.8437969103904917 Mtonnes encore à gagner
1.843149295786016 Mtonnes encore à gagner
1.8096174207959543 Mtonnes encore à gagner
1.7957118943743207 Mtonnes encore à gagner
1.7862107239412954 Mtonnes encore à gagner
1.7828642127032643 Mtonnes encore à gagner
1.7801596527667543 Mtonnes encore à gagner
1.7795829603245905 Mtonnes encore à gagner
1.7713423151123133 Mtonnes encore à gagner
1.7632316158081927 Mtonnes encore à gagner
1.7524005137769785 Mtonnes encore à gagner
1.7521743120247533 Mtonnes encore à gagner
1.7479946503727253 Mtonnes encore à gagner
1.7428096192619802 Mtonnes encore à gagner
1.7339857964496121 Mtonnes encore à gagner
1.727606720680845 Mtonnes encore à gagner
1.7247360003481353 Mtonnes encore à gagner
1.7242274430622317 Mtonnes encore à gagner
1.7224014686948421 Mtonnes encore à gagner
1.7224014686948421 Mtonnes encore à gagner
1.7109769165611044 Mtonnes encore à gagner
1.7030066052033557 Mtonnes encore à gagner
1.695901768476316 Mtonnes encore à gagner
1.695829019434663 Mtonnes encore à gagner
1.6949141603933398 Mtonnes encore à gagner
1.6861946993951986 Mtonnes encore à gagner
1.67667560610517 Mtonnes encore à gagner
1.6700495106450584 Mtonnes encore à gagner
1.6683794494489081 Mtonnes encore à gagner
1.6469991233253114 Mtonnes encore à gagner
1.6468664528650754 Mtonnes encore à gagner
1.6385648298494888 Mtonnes encore à gagner
1.638546096623379 Mtonnes encore à gagner
1.6376523733960018 Mtonnes encore à gagner
1.6349067857786466 Mtonnes encore à gagner
1.6340775195277248 Mtonnes encore à gagner
1.6306293444472053 Mtonnes encore à gagner
1.6298978801111743 Mtonnes encore à gagner
1.6281593323586714 Mtonnes encore à gagner
1.601817692342427 Mtonnes encore à gagner
1.6017620719602714 Mtonnes encore à gagner
1.5965338335734351 Mtonnes encore à gagner
1.5725252857747178 Mtonnes encore à gagner
1.5651512276074326 Mtonnes encore à gagner
1.5639803259683136 Mtonnes encore à gagner
1.5612853720803765 Mtonnes encore à gagner
1.540478081906587 Mtonnes encore à gagner
1.5367348111445671 Mtonnes encore à gagner
1.5181480464216959 Mtonnes encore à gagner
1.5135910079340835 Mtonnes encore à gagner
1.513558698724578 Mtonnes encore à gagner
1.5053458576040994 Mtonnes encore à gagner
1.4732819873545737 Mtonnes encore à gagner
1.4708320506796606 Mtonnes encore à gagner
1.469467294498068 Mtonnes encore à gagner
1.4694211234262506 Mtonnes encore à gagner
1.4642786014433615 Mtonnes encore à gagner
1.4497012462649543 Mtonnes encore à gagner
1.4404069220776732 Mtonnes encore à gagner
1.4314721091686797 Mtonnes encore à gagner
1.4314165506771497 Mtonnes encore à gagner
1.430613057065 Mtonnes encore à gagner
1.4260109043366413 Mtonnes encore à gagner
1.4198406216338184 Mtonnes encore à gagner
